location,n_peak,peak_magnitude_norm,cluster_fd_km,cluster_fd_agg,cluster_fd_jenks,cluster_sturges_jenks,cluster_scott_jenks,mask_use,mobility,vaccination_1_dose,vaccination_full,reproduction_rate,new_tests,positive_rate,tests_per_case,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
Georgia,2.0,11.7544600966445,20.0,1.0,16.0,4.0,6.0,44.3,-6.0,597522.0,245207.0,1.16,25730.0,0.1109,9.0,50.93,65032.0,38.7,14864.0,10244.0,9745079.0,4.2,496218.0,7.11,5.3,55.5,86763.0,73.77,812.0
Georgia,3.0,11.4169498452967,20.0,18.0,16.0,4.0,6.0,36.47,2.0,1063312.0,952831.0,1.08,37115.0,0.1222,8.2,47.22,65032.0,38.7,14864.0,10244.0,9745079.0,4.2,496218.0,7.11,5.3,55.5,78962.33333333333,73.77,812.0
Georgia,4.0,50.2396758995189,17.0,8.0,30.0,9.0,11.0,44.92,-8.0,1534218.0,1226924.0,1.25,21835.666666666668,0.4579,2.2,50.0,65032.0,38.7,14864.0,10244.0,9745079.0,4.2,496218.0,7.11,5.3,55.5,78962.33333333333,73.77,812.0
Germany,1.0,2.79051481127466,22.0,7.0,5.0,2.0,3.0,63.34,-42.0,0.0,0.0,1.12,202429.0,194.3850666666667,9.166666666666666,82.41,237016.0,46.6,21453.0,15957.0,45229245.0,0.6333333333333333,156139.0,8.31,28.2,33.1,85198.0,81.33,947.0
Germany,2.0,6.69968535116128,6.0,2.0,11.0,3.0,4.0,52.63,-13.0,59907880.0,56313407.0,1.12,481343.0,93.83073333333334,3.966666666666667,63.89,237016.0,46.6,21453.0,15957.0,45229245.0,0.8000000000000002,156139.0,8.31,28.2,33.1,80360.0,81.33,947.0
Germany,3.0,26.7849896664292,4.0,19.0,24.0,7.0,9.0,43.56,-9.0,63998880.0,60158947.0,1.07,481343.0,93.83073333333334,3.966666666666667,48.15,237016.0,46.6,21453.0,15957.0,45229245.0,0.7999999999999999,156139.0,8.31,28.2,33.1,80360.0,81.33,947.0
Ghana,1.0,0.209174026127534,8.0,13.0,1.0,1.0,1.0,56.98,-14.0,0.0,0.0,1.06,4017.0,0.2077,4.8,52.78,126719.0,21.1,3385.0,1948.0,4227.63,12.0,298245.0,4.97,0.3,7.7,41047.0,64.07,611.0
Ghana,2.0,0.227505213573914,8.0,13.0,1.0,1.0,1.0,67.71,-14.0,0.0,0.0,1.18,4410.0,0.1378,7.3,38.89,126719.0,21.1,3385.0,1948.0,4227.63,12.0,298245.0,4.97,0.3,7.7,41047.0,64.07,611.0
Ghana,3.0,0.160403479880509,8.0,32.0,1.0,1.0,1.0,55.94,6.0,865422.0,601632.0,1.08,5933.0,0.0921,10.9,44.44,126719.0,21.1,3385.0,1948.0,4227.63,12.0,298245.0,4.97,0.3,7.7,41047.0,64.07,611.0
Ghana,4.0,0.304852120306446,29.0,13.0,1.0,1.0,1.0,41.92,26.0,5893092.0,2528872.0,1.2,16281.666666666666,0.1852,5.4,51.85,126719.0,21.1,3385.0,1948.0,4227.63,12.0,298245.0,4.97,0.3,7.7,41047.0,64.07,611.0
Greece,1.0,29.231568118281,14.0,26.0,25.0,7.0,9.0,74.87,-18.0,7515910.0,7064956.0,1.47,416400.0,0.0918,10.9,77.78,83479.0,45.3,20396.0,14524.0,24574382.0,1.5,175695.0,4.55,35.3,52.0,89798.33333333333,82.24,888.0
India,1.0,0.651098574155689,29.0,6.0,2.0,1.0,1.0,68.06,-34.0,0.0,0.0,1.07,1071702.0,0.0864,11.6,85.65,450419.0,28.2,5989.0,3414.0,6426674.0,21.2,282.28,10.39,1.9,20.6,59.55,69.66,645.0
India,2.0,2.69540872407863,22.0,7.0,5.0,2.0,3.0,80.63,-61.0,132304449.0,30448623.0,1.12,1663742.0,0.2164,4.6,73.61,450419.0,28.2,5989.0,3414.0,6426674.0,21.2,282.28,10.39,1.9,20.6,59.55,69.66,645.0
India,3.0,1.99711507407077,1.0,12.0,4.0,2.0,2.0,64.59,-11.0,877381409.0,667163363.0,1.31,2182108.0,165.0,6.1,83.8,450419.0,28.2,5989.0,3414.0,6426674.0,21.2,282.28,10.39,1.9,20.6,59.55,69.66,645.0
Indonesia,1.0,0.439642616984849,29.0,13.0,2.0,1.0,1.0,77.08,-29.0,308003.0,4557.0,1.07,3503.6666666666665,194.51146666666668,5.3999999999999995,64.35,145725.0,29.3,5319.0,3053.0,11188744.0,5.7,342864.0,6.32,2.8,76.1,64204.0,71.72,718.0
Indonesia,2.0,1.59625706941858,32.0,27.0,3.0,1.0,2.0,77.48,-35.0,41268627.0,16217855.0,1.19,188551.0,0.3007,3.3,71.76,145725.0,29.3,5319.0,3053.0,11188744.0,5.7,342864.0,6.32,2.8,76.1,64204.0,71.72,718.0
Indonesia,3.0,1.84117251964879,1.0,12.0,4.0,2.0,2.0,67.14,-13.0,189310749.0,139140467.0,1.28,307607.0,0.1714,5.8,68.98,145725.0,29.3,5319.0,3053.0,11188744.0,5.7,342864.0,6.32,2.8,76.1,64204.0,71.72,718.0
Iran,1.0,1.56321289715005,32.0,27.0,3.0,1.0,2.0,54.27,-14.0,0.0,0.0,1.07,42495.0,0.3235,3.1,72.69,49831.0,32.4,5.44,3182.0,19082.62,0.2,270308.0,9.59,0.8,21.1,32899.0,76.68,783.0
Iran,2.0,2.70099824489235,22.0,7.0,5.0,2.0,3.0,54.13,-16.0,394431.0,120705.0,1.17,31673.333333333332,0.2425,4.1,81.48,49831.0,32.4,5.44,3182.0,19082.62,0.2,270308.0,9.59,0.8,21.1,50564.333333333336,76.68,783.0
Iran,3.0,4.40585129368438,23.0,23.0,8.0,2.0,3.0,47.65,5.0,14578091.0,3854354.0,1.11,94633.0,0.3927,2.5,68.06,49831.0,32.4,5.44,3182.0,19082.62,0.2,270308.0,9.59,0.8,21.1,33681.653333333335,76.68,783.0
Iran,4.0,3.63443854621621,12.0,17.0,7.0,2.0,3.0,42.42,17.0,61285990.0,54561630.0,1.36,389424.6666666667,0.3433,2.9,62.04,49831.0,32.4,5.44,3182.0,19082.62,0.2,270308.0,9.59,0.8,21.1,80360.0,76.68,783.0
Italy,1.0,5.60026528380084,25.0,4.0,10.0,3.0,4.0,92.76,-40.0,0.0,0.0,1.12,234672.0,0.1629,6.1,82.41,205859.0,47.9,23021.0,16.24,35220084.0,2.0,113151.0,4.78,19.8,27.8,89798.33333333333,83.51,892.0
Italy,2.0,28.8736073921006,14.0,26.0,25.0,7.0,9.0,83.66,-22.0,49685652.0,45349922.0,1.16,1217830.0,0.1646,6.1,73.15,205859.0,47.9,23021.0,16.24,35220084.0,2.0,113151.0,4.78,19.8,27.8,81020.0,83.51,892.0
Jamaica,1.0,0.523806568695437,29.0,13.0,2.0,1.0,1.0,74.87,-27.0,0.0,0.0,1.13,577.0,0.2404,4.2,75.0,266879.0,31.4,9684.0,6.39,8193571.0,1.2666666666666666,206537.0,11.28,5.3,28.6,66425.0,74.47,734.0
Jamaica,2.0,2.08434236634262,1.0,12.0,4.0,2.0,2.0,75.84,-29.0,12099.0,0.0,1.15,1810.6666666666667,0.2772,3.6,71.3,266879.0,31.4,9684.0,6.39,8193571.0,1.2666666666666666,206537.0,11.28,5.3,28.6,66425.0,74.47,734.0
Jamaica,3.0,2.27164849360852,1.0,7.0,5.0,2.0,2.0,77.03,-7.0,411755.0,145171.0,1.11,1685.0,0.3681,2.7,74.07,266879.0,31.4,9684.0,6.39,8193571.0,1.2666666666666666,206537.0,11.28,5.3,28.6,66425.0,74.47,734.0
Jamaica,4.0,4.2045608390985,23.0,23.0,8.0,2.0,3.0,77.03,-5.0,731104.0,592407.0,1.38,1810.6666666666667,417.0,2.4,74.07,266879.0,31.4,9684.0,6.39,8193571.0,1.2666666666666666,206537.0,11.28,5.3,28.6,66425.0,74.47,734.0
Jamaica,5.0,0.976544450331079,21.0,6.0,3.0,1.0,1.0,77.03,8.0,794824.0,717076.0,1.24,1810.6666666666667,85.0,11.8,11.11,266879.0,31.4,9684.0,6.39,8193571.0,1.2666666666666666,206537.0,11.28,5.3,28.6,66425.0,74.47,734.0
Japan,1.0,1.71712252633864,32.0,12.0,4.0,1.0,2.0,92.95,-29.0,66849648.0,51775600.0,1.2,55312.0,0.2022,4.9,52.31,347778.0,48.2,27049.0,18493.0,39002223.0,0.20000000000000004,79.37,5.72,11.2,33.7,80360.0,84.63,919.0
Japan,2.0,6.98601821298456,6.0,2.0,11.0,3.0,4.0,92.55,-27.0,101759607.0,95654031.0,1.23,316989.0,0.4008,2.5,47.22,347778.0,48.2,27049.0,18493.0,39002223.0,5.800000000000001,79.37,5.72,11.2,33.7,40904.85,84.63,919.0
Jordan,1.0,5.02222107761154,31.0,4.0,9.0,3.0,4.0,61.37,-11.0,0.0,0.0,1.1,26475.0,0.2431,4.1,81.48,109285.0,23.2,3.81,2361.0,8337.49,0.1,208257.0,11.75,0.46666666666666673,12.166666666666666,58712.333333333336,74.53,729.0
Jordan,2.0,7.71460189791312,19.0,5.0,12.0,3.0,5.0,69.94,-9.0,199367.0,57891.0,1.13,38829.0,0.1888,5.3,81.48,109285.0,23.2,3.81,2361.0,8337.49,0.1,208257.0,11.75,19.599999999999998,32.23333333333333,32899.0,74.53,729.0
Jordan,3.0,17.5588923863673,13.0,22.0,20.0,5.0,7.0,48.51,17.0,4630983.0,4293498.0,1.19,5893.0,0.2886,3.5,34.26,109285.0,23.2,3.81,2361.0,8337.49,0.1,208257.0,11.75,6.466666666666668,31.566666666666666,54663.666666666664,74.53,729.0
Kazakhstan,1.0,6.10269173559405,25.0,2.0,10.0,3.0,4.0,55.12,8.0,5144799.0,3232019.0,1.11,39218.333333333336,0.33593333333333336,4.266666666666667,62.96,6681.0,30.6,6991.0,4625.0,24055588.0,0.1,466792.0,7.11,7.0,43.1,98999.0,73.6,825.0
Kazakhstan,2.0,6.41709604862906,6.0,2.0,11.0,3.0,4.0,53.73,-4.0,9122522.0,8575170.0,1.45,203219.66666666666,94.73806666666667,7.533333333333334,76.85,6681.0,30.6,6991.0,4625.0,24055588.0,0.1,466792.0,7.11,7.0,43.1,98999.0,73.6,825.0
Kenya,1.0,0.1156544920424,8.0,32.0,1.0,1.0,1.0,64.92,-17.0,0.0,0.0,1.12,6371.0,0.1188,8.4,75.93,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,66.7,601.0
Kenya,2.0,0.186953824558581,8.0,32.0,1.0,1.0,1.0,60.2,2.0,0.0,0.0,1.07,9385.333333333334,0.1628,6.1,51.85,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,66.7,601.0
Kenya,3.0,0.226473354712198,8.0,13.0,1.0,1.0,1.0,63.4,5.0,104626.0,42.0,1.17,5673.333333333333,215.0,4.7,56.02,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,66.7,601.0
Kenya,4.0,0.222867797978675,8.0,13.0,1.0,1.0,1.0,67.81,30.0,1192418.0,729667.0,1.14,4033.3333333333335,0.2371,4.2,72.22,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,66.7,601.0
Kenya,5.0,0.429034008890357,29.0,13.0,2.0,1.0,1.0,54.72,61.0,6026414.0,3957505.0,1.43,29207.666666666668,0.3541,2.8,55.56,87324.0,20.0,2686.0,1528.0,2993028.0,36.8,218637.0,2.92,1.2,20.4,24651.0,66.7,601.0
Kuwait,1.0,4.02561472167616,12.0,17.0,7.0,2.0,3.0,72.76,16.0,1667658.0,888361.0,1.03,14887.0,0.1226,8.2,60.19,232128.0,33.7,2345.0,1114.0,65530537.0,0.5333333333333333,132235.0,15.84,2.7,37.0,85198.0,75.49,806.0
Kuwait,2.0,12.9867327529415,3.0,1.0,17.0,4.0,6.0,57.64,22.0,3419874.0,3214682.0,1.15,31198.0,0.1867,5.4,49.07,232128.0,33.7,2345.0,1114.0,65530537.0,0.5333333333333333,132235.0,15.84,2.7,37.0,85198.0,75.49,806.0
Latvia,1.0,51.5856786566233,17.0,8.0,30.0,9.0,11.0,39.87,-27.0,1344936.0,1264240.0,1.1,9431.0,0.4174,2.4,54.63,31212.0,43.9,19754.0,14136.0,25063846.0,0.7,350.06,4.91,25.6,51.0,90681.33333333333,75.29,866.0
Lebanon,1.0,6.57066928825927,6.0,2.0,11.0,3.0,4.0,72.41,-54.0,0.0,0.0,1.17,69906.66666666667,290.6937666666667,5.833333333333333,90.74,594561.0,31.1,8514.0,5.43,13367565.0,1.8333333333333333,266591.0,12.71,26.9,40.7,77622.66666666667,78.93,744.0
Lebanon,2.0,9.51645766521964,10.0,11.0,14.0,4.0,5.0,53.95,-2.0,2406732.0,1920783.0,1.19,17175.666666666668,0.2724666666666667,3.6999999999999997,50.0,594561.0,31.1,8514.0,5.43,13367565.0,7.0,266591.0,12.71,26.9,40.7,60972.0,78.93,744.0
Lebanon,3.0,11.2203290041691,20.0,18.0,16.0,4.0,6.0,54.71,-2.0,2451432.0,2026672.0,1.07,17175.666666666668,0.2724666666666667,3.6999999999999997,50.0,594561.0,31.1,8514.0,5.43,13367565.0,7.0,266591.0,12.71,26.9,40.7,60972.0,78.93,744.0
Malaysia,1.0,1.265241226876,21.0,27.0,3.0,1.0,2.0,84.1,-42.0,0.0,3.0,1.14,76939.0,0.0536,18.7,77.31,96254.0,29.9,6293.0,3407.0,26808164.0,0.1,260942.0,16.74,1.0,42.4,90681.33333333333,76.16,0.81
Malaysia,2.0,6.49347341664525,6.0,2.0,11.0,3.0,4.0,84.59,-35.0,18773239.0,13289575.0,1.04,125901.0,0.1353,7.4,67.59,96254.0,29.9,6293.0,3407.0,26808164.0,0.1,260942.0,16.74,1.0,42.4,89798.33333333333,76.16,0.81
Malaysia,3.0,8.80833672755251,30.0,25.0,13.0,3.0,5.0,77.05,-8.0,27190377.0,25558954.0,1.08,148904.0,0.1493,6.7,54.17,96254.0,29.9,6293.0,3407.0,26808164.0,0.1,260942.0,16.74,1.0,42.4,51124.0,76.16,0.81
Mexico,1.0,1.2503821532964,21.0,27.0,3.0,1.0,2.0,85.54,-36.0,489628.0,11402.0,1.09,46401.0,395.0,2.5,71.76,66444.0,29.3,6857.0,4321.0,17336469.0,2.5,152783.0,13.06,6.9,21.4,87847.0,75.05,779.0
Mexico,2.0,1.37200180282502,32.0,27.0,3.0,1.0,2.0,81.47,-2.0,54125533.0,29046598.0,1.06,15386.0,0.39,2.6,67.13,66444.0,29.3,6857.0,4321.0,17336469.0,2.5,152783.0,13.06,6.9,21.4,87847.0,75.05,779.0
Mexico,3.0,3.0308046865671,22.0,28.0,6.0,2.0,3.0,79.61,3.0,83529476.0,76432854.0,1.36,38952.0,689.0,1.5,38.89,66444.0,29.3,6857.0,4321.0,17336469.0,2.5,152783.0,13.06,6.9,21.4,87847.0,75.05,779.0
Morocco,1.0,1.33019851726284,32.0,27.0,3.0,1.0,2.0,54.86,-20.0,0.0,0.0,1.11,23565.0,246.0,4.1,66.2,80.08,29.6,6769.0,4209.0,7485013.0,1.0,419146.0,7.14,0.8,47.1,46092.333333333336,76.68,686.0
Morocco,2.0,2.41177675775005,1.0,7.0,5.0,2.0,2.0,47.55,-3.0,15354231.0,11069848.0,1.2,18852.0,0.2341,4.3,59.26,80.08,29.6,6769.0,4209.0,7485013.0,1.0,419146.0,7.14,0.8,47.1,83677.0,76.68,686.0
Morocco,3.0,1.79372566058564,32.0,12.0,4.0,2.0,2.0,31.26,-3.0,24727353.0,23113322.0,1.29,38022.333333333336,0.2324,4.3,68.52,80.08,29.6,6769.0,4209.0,7485013.0,1.0,419146.0,7.14,0.8,47.1,56207.0,76.68,686.0
Netherlands,1.0,55.9679481147966,7.0,3.0,31.0,9.0,12.0,43.02,-23.0,13518626.0,12339230.0,1.63,121636.0,607.0,1.6,58.33,508544.0,43.2,18779.0,11881.0,48472545.0,0.5333333333333333,109361.0,5.29,24.4,27.3,85198.0,82.28,944.0
Russia,1.0,1.90498291491559,1.0,12.0,4.0,2.0,2.0,67.44,-11.0,48643.0,85052.0,1.03,312930.0,0.0601,16.6,47.69,8823.0,39.6,14178.0,9393.0,24765954.0,0.1,431297.0,6.18,23.4,58.3,90681.33333333333,72.58,824.0
Russia,2.0,12.1494396476854,3.0,1.0,17.0,4.0,6.0,49.37,-14.0,78683904.0,70894990.0,1.2,171899.66666666666,0.1911,5.2,40.28,8823.0,39.6,14178.0,9393.0,24765954.0,0.1,431297.0,6.18,23.4,58.3,70167.33333333333,72.58,824.0
South Africa,1.0,1.98554362082726,1.0,12.0,4.0,2.0,2.0,81.31,-34.0,0.0,0.0,1.13,46796.0,0.2648,3.8,80.56,46754.0,27.3,5344.0,3053.0,12294876.0,18.9,200.38,5.52,8.1,33.2,43993.0,64.13,709.0
South Africa,2.0,2.78044448770502,22.0,7.0,5.0,2.0,3.0,83.5,-34.0,0.0,2124.0,1.2,76202.0,0.3088,3.2,67.59,46754.0,27.3,5344.0,3053.0,12294876.0,18.9,200.38,5.52,8.1,33.2,43993.0,64.13,709.0
South Africa,3.0,3.07760017191679,22.0,28.0,6.0,2.0,3.0,84.84,-12.0,3466228.0,1208436.0,1.15,39556.0,0.2811,3.6,75.0,46754.0,27.3,5344.0,3053.0,12294876.0,18.9,200.38,5.52,8.1,33.2,43993.0,64.13,709.0
South Africa,4.0,3.24968502272516,22.0,28.0,6.0,2.0,3.0,73.54,11.0,18660904.0,15473473.0,1.42,68437.0,0.2988,3.3,54.63,46754.0,27.3,5344.0,3053.0,12294876.0,18.9,200.38,5.52,8.1,33.2,43993.0,64.13,709.0
South Africa,5.0,1.11883495458939,21.0,6.0,3.0,1.0,2.0,53.07,27.0,21934550.0,18473107.0,1.24,32756.0,0.2511,4.0,34.26,46754.0,27.3,5344.0,3053.0,12294876.0,18.9,200.38,5.52,8.1,33.2,43993.0,64.13,709.0
Spain,1.0,7.37859946189752,19.0,5.0,12.0,3.0,5.0,96.18,-47.0,794655.0,81032.0,1.23,191328.0,0.16,6.2,71.3,93105.0,45.5,19436.0,13799.0,34272.36,1.0,99403.0,7.17,27.4,31.4,50564.333333333336,83.56,904.0
Spain,2.0,27.4690085246189,4.0,19.0,24.0,7.0,9.0,81.84,-23.0,40174355.0,37763893.0,1.27,385306.0,0.38,2.6,46.76,93105.0,45.5,19436.0,13799.0,34272.36,1.0,99403.0,7.17,27.4,31.4,81020.0,83.56,904.0
Turkey,1.0,3.61639830859196,12.0,17.0,7.0,2.0,3.0,87.91,-38.0,0.0,0.0,1.25,174761.0,0.1729,5.8,66.2,104914.0,31.6,8153.0,5061.0,25129341.0,0.2,171285.0,12.13,14.1,41.1,90681.33333333333,77.69,0.82
Turkey,2.0,3.1800562532314,22.0,28.0,6.0,2.0,3.0,59.02,10.0,55602327.0,48846431.0,1.01,361533.0,0.0738,13.6,51.85,104914.0,31.6,8153.0,5061.0,25129341.0,0.2,171285.0,12.13,14.1,41.1,81020.0,77.69,0.82
Turkey,3.0,11.4779805074306,20.0,18.0,16.0,4.0,6.0,60.69,5.0,57611844.0,52500475.0,1.12,421435.0,0.2283,4.4,58.33,104914.0,31.6,8153.0,5061.0,25129341.0,0.2,171285.0,12.13,14.1,41.1,81020.0,77.69,0.82
United Kingdom,1.0,7.977180380298,19.0,5.0,12.0,3.0,5.0,64.3,-54.0,0.0,391399.0,1.15,552723.0,0.1245,8.0,87.96,272898.0,40.8,18517.0,12527.0,39753244.0,0.2,122137.0,4.28,20.0,24.7,85198.0,81.32,932.0
United Kingdom,2.0,23.764655165721,15.0,29.0,23.0,6.0,8.0,51.79,-12.0,51980836.0,47482789.0,1.2,1793027.0,0.1093,9.1,48.61,272898.0,40.8,18517.0,12527.0,39753244.0,0.2,122137.0,4.28,20.0,24.7,81020.0,81.32,932.0
United States,1.0,7.05183587089361,6.0,2.0,11.0,3.0,4.0,76.13,-34.0,10435663.0,1203892.0,1.1,2262899.0,144.0,6.9,71.76,35608.0,38.3,15413.0,9732.0,54225446.0,1.2,151089.0,10.79,19.1,24.6,85198.0,78.86,926.0
United States,2.0,22.6475264410421,26.0,14.0,22.0,6.0,8.0,49.37,-19.0,250672776.0,211488422.0,1.22,2931461.0,284.0,3.5,53.24,35608.0,38.3,15413.0,9732.0,54225446.0,1.2,151089.0,10.79,19.1,24.6,62286.333333333336,78.86,926.0
United States,3.0,3.21518681588741,22.0,28.0,6.0,2.0,3.0,19.35,-4.0,259570554.0,230527403.0,1.11,739458.0,0.14,7.1,38.89,35608.0,38.3,15413.0,9732.0,54225446.0,1.2,151089.0,10.79,19.1,24.6,62286.333333333336,78.86,926.0
Uruguay,1.0,10.4124374060474,28.0,15.0,15.0,4.0,6.0,86.36,-30.0,1771346.0,1009184.0,1.06,24544.0,0.1863,5.4,62.04,19751.0,35.6,14655.0,10361.0,20551409.0,0.1,160708.0,6.93,14.0,19.9,87171.33333333333,77.91,817.0
Uruguay,2.0,30.2882135078134,24.0,10.0,26.0,7.0,9.0,71.71,-19.0,2824543.0,2655070.0,1.24,25231.0,0.3511,2.8,28.7,19751.0,35.6,14655.0,10361.0,20551409.0,0.1,160708.0,6.93,14.0,19.9,90681.33333333333,77.91,817.0
