index,n_pico,location,peak_date,peak_magnitude,peak_magnitude_norm,bins_fd,bins_sturges,bins_scott,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
532,7,Canada,2021-09-17,4315.08457239027,1.1335227577068,3,1,2,65.7,-15.0,28678189.0,26352475.0,CAN,North America,1574529,4433,27525,26857,41361054.0,131896.0,116.45,723.05,1261.0,706.0,1.1,712.0,18703.0,2126.0,55848.0,,,,,41973569.0,112092.0,1102597.0,2945.0,92696.0,2435.0,0.0478,20.9,tests performed,55085874.0,28618603.0,26380792.0,86479.0,159219.0,91781.0,144.7,75.18,69.3,0.23,2411.0,36644.0,96.0,72.69,38067913,4037.0,41.4,16984.0,10797.0,44017591.0,0.5,105599.0,7.37,12.0,16.6,,2.5,82.43,929.0,,,,
533,8,Canada,2022-01-05,37423.188753957,9.83063840509381,14,4,5,79.61,-25.0,31889685.0,29467043.0,CAN,North America,2412242,39199571,30955,69429,63366804.0,1048626.0,1029727.0,813152.0,3415.0,1824.0,1.27,701.0,18414.0,5083.0,133525.0,,,,,53527515.0,137777.0,1406106.0,3619.0,159916.0,4201.0,0.2451,4.1,tests performed,70031151.0,31818961.0,29489571.0,8722619.0,392383.0,266221.0,183.96,83.58,77.47,22.91,6993.0,16225.0,43.0,78.24,38067913,4037.0,41.4,16984.0,10797.0,44017591.0,0.5,105599.0,7.37,12.0,16.6,,2.5,82.43,929.0,,,,
534,9,Canada,2022-04-16,12291.9580058358,3.22895505352127,6,2,3,44.37,-19.0,33361793.0,31243831.0,CAN,North America,3644519,14205714,38392,66429,95737295.0,438348.0,373168.0,1008513.0,1996.0,1745.0,0.86,448.0,11768.0,5696.0,149627.0,,,,,60251126.0,7471.0,1582727.0,196.0,45447.0,1194.0,0.3126,3.2,tests performed,83009859.0,32603573.0,31244577.0,19161709.0,42182.0,65176.0,218.06,85.65,82.08,50.34,1712.0,1494.0,4.0,42.59,38067913,4037.0,41.4,16984.0,10797.0,44017591.0,0.5,105599.0,7.37,12.0,16.6,,2.5,82.43,929.0,,,,
540,6,Cape Verde,2020-10-13,97.7391854462972,1.73943782706023,4,1,2,70.2,-43.0,,,CPV,Africa,7254,105143,77,1143,12909747.0,176188.0,187.12,137035.0,3559.0,2034.0,1.07,,,,,,,,,,561.0,,998.0,507.0,902.0,0.2074,4.8,tests performed,,,,,,,,,,,,,,68.52,561901,135.58,25.7,4.46,3437.0,6222554.0,,182219.0,2.42,2.1,16.5,,2.1,72.98,665.0,,,,
543,9,Cape Verde,2021-04-30,284.08330226837,5.05575363397414,9,3,4,61.5,-40.0,14618.0,2015.0,CPV,Africa,23882,299714,217,2286,42502149.0,583733.0,533393.0,386189.0,7119.0,4068.0,1.11,,,,,,,,,,,,,,,,,tests performed,,,,,,390.0,,,,,694.0,336.0,0.06,59.26,561901,135.58,25.7,4.46,3437.0,6222554.0,,182219.0,2.42,2.1,16.5,,2.1,72.98,665.0,,,,
545,11,Cape Verde,2022-01-06,823.861157219477,14.6620340098964,18,5,7,45.43,-9.0,317822.0,260298.0,CPV,Africa,47376,948286,358,857,84313785.0,2468406.0,1687638.0,637123.0,3559.0,1525.0,1.83,,,,,,,,,,,,,,,,,tests performed,,,,,,968.0,,,,,1723.0,690.0,123.0,62.96,561901,135.58,25.7,4.46,3437.0,6222554.0,,182219.0,2.42,2.1,16.5,,2.1,72.98,665.0,,,,
588,15,Central African Republic,2021-08-10,301.281890563091,0.612363184217948,2,1,1,70.19,12.0,95377.0,6700.0,CAF,Africa,11195,577714,98,0,2275413.0,821953.0,117422.0,19919.0,0.0,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,16.0,988.0,0.02,24.07,4919987,7479.0,18.3,3655.0,2251.0,661.24,,435727.0,6.1,,,16603.0,1.0,53.28,397.0,,,,
593,20,Central African Republic,2022-01-14,79.7471935284496,0.162088220006373,1,1,1,70.28,20.0,619991.0,487076.0,CAF,Africa,13319,123571,108,1,2707121.0,135976.0,25116.0,21951.0,407.0,203.0,0.51,,,,,,,,,79140.0,,16085.0,,,,,,tests performed,,,,,,3596.0,,,,,731.0,3314.0,67.0,18.52,4919987,7479.0,18.3,3655.0,2251.0,661.24,,435727.0,6.1,,,16603.0,1.0,53.28,397.0,,,,
595,1,Chad,2020-05-13,25.6034439003185,0.0151365454360843,1,1,1,69.1,-23.0,,,TCD,Africa,372,28857,42,3571,21992.0,887.0,1706.0,2483.0,118.0,211.0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.04,16914985,11833.0,16.7,2486.0,1446.0,1768153.0,38.4,280995.0,6.1,,,5818.0,,54.24,398.0,,,,
601,7,Chad,2021-01-12,48.087563126637,0.0284289717824976,1,1,1,57.87,-5.0,0.0,0.0,TCD,Africa,2668,54143,108,429,157.73,4.67,3201.0,6385.0,59.0,25.0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.07,16914985,11833.0,16.7,2486.0,1446.0,1768153.0,38.4,280995.0,6.1,,,5818.0,,54.24,398.0,,,,
611,17,Chad,2021-12-03,43.9222189976722,0.0259664545949477,1,1,1,25.16,29.0,195340.0,75584.0,TCD,Africa,5703,85143,181,857,337157.0,35235.0,5034.0,10701.0,355.0,51.0,0.04,,,,,,,,,,,,,,,,,,,,,,,1972.0,,,,,117.0,1522.0,9.0,22.22,16914985,11833.0,16.7,2486.0,1446.0,1768153.0,38.4,280995.0,6.1,,,5818.0,,54.24,398.0,,,,
616,1,Chile,2020-06-07,6011.11009382631,3.12877203429037,6,2,3,93.15,-60.0,,,CHL,South America,166756,6172286,1637,83286,8679.62,333379.0,321266.0,85206.0,4997.0,4335.0,1.15,1558.0,81094.0,,,804.0,41848.0,4247.0,221056.0,700750.0,21265.0,36474.0,1107.0,18002.0,937.0,0.3429,2.9,tests performed,,,,,,,,,,,,,,78.24,19212362,24282.0,35.4,11087.0,6938.0,22767037.0,1.3,127993.0,8.46,34.2,41.5,,2.11,80.18,851.0,4543.0,9.77,62.53,236.4623361
620,5,Chile,2021-04-09,7025.10977811723,3.65655705327499,7,2,3,94.08,-42.0,7428664.0,4662181.0,CHL,South America,1060421,6990857,24108,98143,55194723.0,476308.0,363873.0,1254817.0,6714.0,5108.0,1.05,3075.0,160053.0,,,1592.0,82863.0,4486.0,233495.0,11743832.0,77899.0,611264.0,4055.0,57107.0,2972.0,0.1224,8.2,tests performed,12034523.0,7372164.0,4662359.0,,219104.0,174521.0,62.64,38.37,24.27,,9084.0,59775.0,311.0,81.94,19212362,24282.0,35.4,11087.0,6938.0,22767037.0,1.3,127993.0,8.46,34.2,41.5,,2.11,80.18,851.0,,,,
623,8,Chile,2022-02-10,34325.4981112097,17.866360269086,20,5,7,87.27,1.0,16869348.0,15857187.0,CHL,South America,2504168,35166143,40273,64143,130341496.0,1981537.0,1830391.0,2096202.0,8432.0,3339.0,1.14,720.0,37476.0,,,436.0,22694.0,3463.0,180249.0,30910518.0,129605.0,1608887.0,6746.0,124301.0,6.47,0.2829,3.5,tests performed,47336602.0,17695445.0,17077207.0,13138210.0,70096.0,60667.0,246.39,92.1,88.89,68.38,3158.0,6300.0,33.0,30.09,19212362,24282.0,35.4,11087.0,6938.0,22767037.0,1.3,127993.0,8.46,34.2,41.5,,2.11,80.18,851.0,,,,
624,9,Chile,2022-06-06,8579.65294101218,4.46569398443158,8,2,3,77.29,20.0,16869348.0,15857187.0,CHL,South America,3756220,8221857,57991,14857,195510578.0,395631.0,427946.0,3018421.0,937.0,773.0,1.22,163.0,8484.0,,,97.0,5049.0,,,38718740.0,50296.0,2015303.0,2618.0,60083.0,3127.0,0.1368,7.3,tests performed,57555373.0,17973950.0,17539441.0,22616686.0,174190.0,147581.0,299.57,93.55,91.29,117.72,7682.0,1650.0,9.0,27.31,19212362,24282.0,35.4,11087.0,6938.0,22767037.0,1.3,127993.0,8.46,34.2,41.5,,2.11,80.18,851.0,,,,
625,1,China,2020-02-10,3470.62073504358,0.0240311732450382,1,1,1,68.18,-80.0,,,CHN,Asia,42306,3230429,1011,83714,29293.0,1742.0,2237.0,0.7,74.0,58.0,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,1444216102,147674.0,38.7,10641.0,5929.0,15308712.0,0.7,261899.0,9.74,1.9,48.4,,4.34,76.91,761.0,,,,
640,16,China,2022-04-14,23408.0697595632,0.162081489931783,1,1,1,58.68,-60.0,1292981862.0,1215402950.0,CHN,Asia,517880,26469143,4638,0,358589.0,20.44,18328.0,3211.0,0.0,0.0,1.13,,,,,,,,,,,,,,,,,,3308616000.0,,,,2732000.0,2736143.0,229.09,,,,1895.0,256626.0,18.0,79.17,1444216102,147674.0,38.7,10641.0,5929.0,15308712.0,0.7,261899.0,9.74,1.9,48.4,,4.34,76.91,761.0,,,,
644,4,Colombia,2021-01-15,16464.9601308007,3.21168243993124,6,2,3,87.22,-32.0,0.0,0.0,COL,South America,1870179,16373,47868,348143,36480022.0,411151.0,319374.0,933721.0,7354.0,6791.0,1.11,,,,,,,,,8974305.0,86722.0,175054.0,1692.0,64303.0,1254.0,289.0,3.5,tests performed,,,,,,,,,,,,,,81.02,51265841,44223.0,32.2,7646.0,4312.0,13254949.0,4.5,124.24,7.44,4.7,13.5,65386.0,1.71,77.29,767.0,,,,
646,6,Colombia,2021-06-24,29096.1936911612,5.67555181454279,10,3,4,83.26,3.0,10952297.0,5566656.0,COL,South America,4060013,28598429,102636,640,79195287.0,643645.0,557846.0,2002035.0,13.44,12484.0,1.06,,,,,,,,,19238762.0,119377.0,375274.0,2329.0,104057.0,2.03,331.0,3.0,tests performed,16365857.0,10799201.0,5566656.0,,327040.0,329079.0,31.92,21.07,10.86,,6419.0,151864.0,296.0,59.26,51265841,44223.0,32.2,7646.0,4312.0,13254949.0,4.5,124.24,7.44,4.7,13.5,65386.0,1.71,77.29,767.0,,,,
648,8,Colombia,2022-01-15,28375.0700060592,5.53488823211916,9,3,4,72.47,19.0,39380312.0,29932016.0,COL,South America,5511479,30206714,130860,81714,107507824.0,693932.0,589217.0,2552577.0,2516.0,1594.0,1.34,,,,,,,,,30928838.0,55670.0,603303.0,1086.0,102199.0,1994.0,381.0,2.6,tests performed,68156006.0,39227216.0,29932016.0,4485722.0,251589.0,246961.0,132.95,76.52,58.39,8.75,4817.0,62423.0,122.0,62.04,51265841,44223.0,32.2,7646.0,4312.0,13254949.0,4.5,124.24,7.44,4.7,13.5,65386.0,1.71,77.29,767.0,,,,
673,3,Congo,2020-07-16,78.5394132425386,0.13883538487252,1,1,1,53.24,-20.0,,,COG,Africa,2358,76714,48,143,416827.0,24041.0,13561.0,8485.0,177.0,25.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15,5657017,15405.0,19.0,3402.0,2063.0,4881406.0,37.0,344094.0,7.2,1.7,52.3,47964.0,,64.57,574.0,,,,
689,19,Congo,2021-10-22,125.382854325761,0.221641289615642,1,1,1,34.06,18.0,296728.0,120492.0,COG,Africa,16408,127714,239,2429,2900469.0,0.0,22576.0,42248.0,0.0,429.0,0.88,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,424.0,2283.0,0.04,35.19,5657017,15405.0,19.0,3402.0,2063.0,4881406.0,37.0,344094.0,7.2,1.7,52.3,47964.0,,64.57,574.0,,,,
690,20,Congo,2022-01-06,177.755494248631,0.314221248139489,1,1,1,34.73,21.0,632936.0,593287.0,COG,Africa,21277,169714,369,286,3761.17,0.0,30001.0,65229.0,0.0,51.0,0.62,,,,,,,,,,,,,,,,,,,,,,,1122.0,,,,,198.0,1104.0,0.02,51.85,5657017,15405.0,19.0,3402.0,2063.0,4881406.0,37.0,344094.0,7.2,1.7,52.3,47964.0,,64.57,574.0,,,,
705,10,Costa Rica,2021-09-15,2301.8558812351,4.47914407816985,8,2,3,84.05,-24.0,3186909.0,1806341.0,CRI,North America,499461,2211,5889,26714,97189307.0,530253.0,430235.0,1145931.0,7394.0,5198.0,1.07,,,,,,,,,1805445.0,7947.0,351319.0,1546.0,6877.0,1338.0,0.27,3.7,people tested,,,,,,58224.0,,,,,11330.0,15749.0,306.0,54.63,5139053,96079.0,33.6,9468.0,5694.0,15524995.0,1.3,137973.0,8.78,6.4,17.4,83841.0,1.13,80.28,0.81,,,,
706,11,Costa Rica,2022-01-30,5624.17673758383,10.9439944238439,15,4,6,78.34,-13.0,4059525.0,3672941.0,CRI,North America,682480,5569143,7533,11714,132802678.0,0.0,1083.69,1465834.0,0.0,2279.0,1.21,,,,,,,,,2605386.0,10300.0,506978.0,2004.0,13125.0,2554.0,388.0,2.6,people tested,,,,,,12833.0,,,,,2497.0,4792.0,93.0,50.0,5139053,96079.0,33.6,9468.0,5694.0,15524995.0,1.3,137973.0,8.78,6.4,17.4,83841.0,1.13,80.28,0.81,,,,
707,12,Costa Rica,2022-05-23,1824.33258251239,3.5499392252082,7,2,3,71.83,-4.0,4333233.0,4073239.0,CRI,North America,877533,1624143,8472,4,170757725.0,0.0,316039.0,1648553.0,0.0,778.0,0.03,,,,,,,,,3601705.0,6920.0,700.85,1347.0,11500.0,2238.0,151.0,6.6,people tested,11017624.0,4437629.0,4143017.0,2299181.0,,17890.0,214.39,86.35,80.62,44.74,3481.0,1031.0,0.02,,5139053,96079.0,33.6,9468.0,5694.0,15524995.0,1.3,137973.0,8.78,6.4,17.4,83841.0,1.13,80.28,0.81,,,,
710,3,Cote d'Ivoire,2020-06-19,279.225561992513,0.103211869281017,1,1,1,49.11,-9.0,,,CIV,Africa,6874,312857,49,571,254088.0,15894.0,11564.0,1811.0,0.0,21.0,1.3,,,,,,,,,43075.0,1632.0,1592.0,0.06,1139.0,42.0,0.2747,3.6,tests performed,,,,,,,,,,,,,,62.96,27053629,76399.0,18.7,2933.0,1582.0,3601006.0,28.2,303.74,2.42,,,19351.0,,57.78,538.0,,,,
715,8,Cote d'Ivoire,2021-03-20,387.041491458248,0.143064537278251,1,1,1,31.56,6.0,2110081.0,1983477.0,CIV,Africa,39913,372714,217,857,1475329.0,17706.0,13777.0,8021.0,37.0,32.0,1.1,,,,,,,,,481527.0,4097.0,17799.0,151.0,3221.0,119.0,0.1157,8.6,tests performed,24171.0,24171.0,,,1728.0,1538.0,0.09,0.09,,,57.0,1538.0,6.0,25.93,27053629,76399.0,18.7,2933.0,1582.0,3601006.0,28.2,303.74,2.42,,,19351.0,,57.78,538.0,,,,
720,13,Cote d'Ivoire,2021-08-29,235.20726908006,0.0869411157667831,1,1,1,36.58,31.0,6312167.0,5988314.0,CIV,Africa,55108,209,430,5,2036991.0,9315.0,7725.0,15894.0,222.0,185.0,1.17,,,,,,,,,,,,,4090.0,151.0,0.0511,19.6,tests performed,,,,,,6436.0,,,,,238.0,420.0,2.0,17.59,27053629,76399.0,18.7,2933.0,1582.0,3601006.0,28.2,303.74,2.42,,,19351.0,,57.78,538.0,,,,
722,15,Cote d'Ivoire,2022-01-01,876.810040277192,0.324100711323125,1,1,1,34.11,56.0,6315788.0,5991795.0,CIV,Africa,71815,1138286,718,1571,2654542.0,29977.0,42075.0,26.54,148.0,58.0,1.9,,,,,,,,,1236834.0,3464.0,45718.0,128.0,4033.0,149.0,0.2822,3.5,tests performed,7220501.0,,,,107268.0,119128.0,26.69,,,,4403.0,76279.0,282.0,13.89,27053629,76399.0,18.7,2933.0,1582.0,3601006.0,28.2,303.74,2.42,,,19351.0,,57.78,538.0,,,,
729,4,Croatia,2020-12-06,3431.79975180409,8.40785923903966,13,3,5,36.22,-35.0,0.0,0.0,HRV,Europe,150353,3391571,2174,66,36836265.0,710251.0,830.93,532627.0,17.64,16.17,1.06,,,2543.0,623031.0,,,2217.0,543064.0,810885.0,9340.0,198666.0,2288.0,9509.0,2.33,0.3567,2.8,people tested,,,,,,,,,,,,,,52.78,4081657,73726.0,44.0,19724.0,13053.0,22669797.0,0.7,253782.0,5.59,34.3,39.9,,5.54,78.49,851.0,2864.3,5.93,72.94,701.7493141
730,5,Croatia,2021-04-18,2130.6168251081,5.21998008433364,9,3,4,25.15,-7.0,553883.0,139647.0,HRV,Europe,307790,2182,6562,36286,75408.1,383423.0,534587.0,1607.68,9555.0,8.89,1.1,,,2105.0,515722.0,,,1636.0,400857.0,,,,,8238.0,2018.0,0.2649,3.8,people tested,693530.0,553883.0,139647.0,,2265.0,15050.0,16.99,13.57,3.42,,3687.0,10895.0,267.0,52.78,4081657,73726.0,44.0,19724.0,13053.0,22669797.0,0.7,253782.0,5.59,34.3,39.9,,5.54,78.49,851.0,6685.4,9.67,33.2,1637.91323
731,6,Croatia,2021-11-12,5027.53418582879,12.3173852820773,17,4,6,29.9,5.0,2034043.0,1851543.0,HRV,Europe,528286,5458857,9774,53429,129429298.0,1579996.0,1337412.0,2394616.0,12985.0,13.09,1.16,,,2086.0,511067.0,,,,,3246065.0,,795281.0,,12912.0,3163.0,0.4228,2.4,people tested,3817390.0,2024193.0,1851543.0,,,20226.0,93.53,49.59,45.36,,4955.0,12162.0,298.0,35.19,4081657,73726.0,44.0,19724.0,13053.0,22669797.0,0.7,253782.0,5.59,34.3,39.9,,5.54,78.49,851.0,,,,
732,7,Croatia,2022-01-23,8294.98399840688,20.3225895718501,21,6,8,29.98,-1.0,2298594.0,2160679.0,HRV,Europe,877060,8517857,13407,41286,214878418.0,1738265.0,2086863.0,3284695.0,8.82,10115.0,1.15,,,1860.0,455697.0,,,1422.0,348334.0,4109897.0,14525.0,1006919.0,3559.0,18413.0,4511.0,0.4626,2.2,people tested,5046209.0,2288744.0,2196911.0,,1066.0,11820.0,123.63,56.07,53.82,,2896.0,1149.0,28.0,37.96,4081657,73726.0,44.0,19724.0,13053.0,22669797.0,0.7,253782.0,5.59,34.3,39.9,,5.54,78.49,851.0,17590.3,16.4,19.13,4309.597793
746,12,Cuba,2021-08-04,8899.12236519526,7.86315346836842,12,3,5,76.19,-13.0,4549702.0,2777719.0,CUB,North America,422614,9176571,3091,75857,37341646.0,827303.0,810.83,273117.0,8659.0,6703.0,1.09,,,,,,,,,,,,,,,,,,10616592.0,4539788.0,2777719.0,,138962.0,206753.0,93.81,40.11,24.54,,18268.0,147858.0,1306.0,65.28,11317498,110408.0,43.1,14738.0,9719.0,,,190968.0,8.27,17.1,53.3,85198.0,5.2,78.8,783.0,,,,
749,15,Cuba,2022-01-19,3144.98841711969,2.77887251857229,5,2,3,72.77,-4.0,10549618.0,9788341.0,CUB,North America,1008616,3316286,8348,2571,89120051.0,262.16,293023.0,737619.0,265.0,227.0,1.25,,,,,,,,,,,,,,,,,,33275888.0,10539704.0,9788341.0,4407695.0,130102.0,159219.0,294.02,93.13,86.49,38.95,14068.0,4089.0,36.0,29.63,11317498,110408.0,43.1,14738.0,9719.0,,,190968.0,8.27,17.1,53.3,85198.0,5.2,78.8,783.0,,,,
750,16,Cuba,2022-03-26,777.082859061397,0.686620716930011,2,1,1,44.41,9.0,10640456.0,9910122.0,CUB,North America,1086361,810714,8509,429,95989502.0,84559.0,71634.0,751845.0,88.0,38.0,1.13,,,,,,,,,,,,,,,,,,35335766.0,10630542.0,9910122.0,6242511.0,16126.0,12454.0,312.22,93.93,87.56,55.16,1100.0,837.0,7.0,29.63,11317498,110408.0,43.1,14738.0,9719.0,,,190968.0,8.27,17.1,53.3,85198.0,5.2,78.8,783.0,,,,
772,6,Cyprus,2021-04-22,771.940995187865,8.61536481590912,13,3,5,62.23,-26.0,170820.0,59488.0,CYP,Europe,59834,801571,296,2571,66778645.0,940843.0,894606.0,330355.0,0.0,2.87,1.14,38.0,42.41,296.0,330355.0,,,,,4826481.0,55566.0,5386667.0,62015.0,58625.0,65429.0,0.0137,73.1,tests performed,,,,,,4373.0,,,,,4881.0,3932.0,439.0,69.44,896005,127657.0,37.3,13416.0,8563.0,32415132.0,,141171.0,9.24,19.6,52.7,,3.4,80.98,887.0,,,,
773,7,Cyprus,2021-07-17,956.390453200379,10.6739410293512,15,4,6,55.18,-12.0,505592.0,424614.0,CYP,Europe,90917,992429,385,571,101469.3,1063.61,1107615.0,429685.0,1116.0,638.0,1.23,20.0,22321.0,203.0,226561.0,,,,,9169540.0,72874.0,10233804.0,81332.0,66010.0,73671.0,15.0,66.5,tests performed,925470.0,500856.0,424614.0,,,5480.0,103.29,55.9,47.39,,6116.0,3084.0,344.0,51.85,896005,127657.0,37.3,13416.0,8563.0,32415132.0,,141171.0,9.24,19.6,52.7,,3.4,80.98,887.0,,,,
774,8,Cyprus,2022-01-06,3839.90502499566,42.8558437173415,28,8,10,30.97,-20.0,654034.0,614792.0,CYP,Europe,192157,4339714,650,2,214459741.0,4215378.0,4843404.0,725442.0,0.0,2232.0,1.41,31.0,34598.0,235.0,262275.0,,,,,20027121.0,77255.0,22351573.0,86222.0,113489.0,126661.0,0.0382,26.2,tests performed,,,,,,3393.0,,,,,3787.0,526.0,59.0,45.37,896005,127657.0,37.3,13416.0,8563.0,32415132.0,,141171.0,9.24,19.6,52.7,,3.4,80.98,887.0,,,,
776,10,Cyprus,2022-03-26,4358.20205016617,48.6403764506467,29,9,11,53.21,-12.0,692970.0,651392.0,CYP,Europe,405706,4578286,932,2286,452794348.0,5772289.0,5109665.0,1040173.0,2232.0,2551.0,1.13,6.0,6696.0,169.0,188615.0,,,,,28016194.0,82488.0,31267899.0,92062.0,85617.0,95554.0,0.0535,18.7,tests performed,,,,,,28.0,,,,,31.0,80.0,9.0,38.89,896005,127657.0,37.3,13416.0,8563.0,32415132.0,,141171.0,9.24,19.6,52.7,,3.4,80.98,887.0,,,,
781,4,Czechia,2020-10-27,11755.1617037605,10.9609805683841,15,4,6,50.98,-42.0,,,CZE,Europe,284033,12869571,2547,132571,26484367.0,1460.48,1200.01,237492.0,16.97,12361.0,1.18,876.0,81682.0,6533.0,609163.0,611.0,56972.0,6382.0,595083.0,1723291.0,47498.0,160687.0,4429.0,40115.0,3.74,321.0,3.1,tests performed,,,,,,,,,,,,,,73.15,10724553,137176.0,43.3,19027.0,11.58,32605906.0,,227485.0,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
782,5,Czechia,2021-01-06,10794.5014552974,10.0652227233129,14,4,6,51.48,-45.0,28349.0,4.0,CZE,Europe,776967,10763571,12436,143857,72447495.0,1616105.0,1003638.0,1159582.0,16691.0,13414.0,1.19,1154.0,107604.0,7404.0,690378.0,572.0,53336.0,6087.0,567576.0,4535223.0,69093.0,422882.0,6443.0,51141.0,4769.0,214.0,4.7,tests performed,28358.0,28354.0,4.0,,5847.0,2540.0,0.26,0.26,0.0,,237.0,2540.0,24.0,73.15,10724553,137176.0,43.3,19027.0,11.58,32605906.0,,227485.0,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
783,6,Czechia,2021-03-03,11810.6542050628,11.0127239849183,15,4,6,54.69,-42.0,502932.0,256973.0,CZE,Europe,1269058,12100857,20941,179857,118332018.0,1567991.0,1128332.0,1952622.0,22379.0,16771.0,1.1,1628.0,151801.0,8477.0,790429.0,708.0,66017.0,6618.0,617089.0,8086344.0,118619.0,754003.0,11061.0,94414.0,8804.0,131.0,7.6,tests performed,759896.0,502921.0,256975.0,,35468.0,20122.0,7.09,4.69,2.4,,1876.0,16759.0,156.0,75.0,10724553,137176.0,43.3,19027.0,11.58,32605906.0,,227485.0,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
785,8,Czechia,2021-11-26,17293.4198105017,16.1250728216847,19,5,7,35.0,-7.0,6647319.0,6248480.0,CZE,Europe,2089857,18863,32643,109143,194866583.0,2591.53,1758861.0,3043763.0,11189.0,10177.0,1.21,912.0,85039.0,6437.0,600211.0,433.0,40375.0,5029.0,468924.0,44059227.0,129734.0,4108258.0,12097.0,117150.0,10924.0,158.0,6.3,tests performed,13383561.0,6633560.0,6351994.0,780351.0,71532.0,47564.0,124.79,61.85,59.23,7.28,4435.0,16106.0,0.15,52.78,10724553,137176.0,43.3,19027.0,11.58,32605906.0,,227485.0,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
786,9,Czechia,2022-01-31,33091.5844382139,30.8559102073661,26,7,9,31.51,-16.0,6942309.0,6525770.0,CZE,Europe,3013454,35664857,37209,22714,280986443.0,2239534.0,3325533.0,3469515.0,2331.0,2118.0,1.27,314.0,29279.0,2865.0,267144.0,212.0,19768.0,2858.0,266491.0,50465606.0,175359.0,4705614.0,16351.0,152259.0,14197.0,233.0,4.3,tests performed,17063049.0,6928591.0,6787829.0,3755275.0,30215.0,31481.0,159.1,64.6,63.29,35.02,2935.0,1765.0,16.0,41.67,10724553,137176.0,43.3,19027.0,11.58,32605906.0,,227485.0,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
789,1,Democratic Republic of Congo,2020-06-02,129.513418242885,0.0140199439120577,1,1,1,34.13,-24.0,,,COD,Africa,3326,131857,72,571,36004.0,1418.0,1427.0,779.0,0.0,6.0,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56,92377986,35879.0,17.0,3.02,1745.0,808133.0,77.1,318949.0,6.1,,,4472.0,,60.68,0.48,,,,
794,6,Democratic Republic of Congo,2021-01-11,197.169783484287,0.0213438062488488,1,1,1,37.33,-7.0,0.0,0.0,COD,Africa,19496,191857,619,2857,211046.0,0.65,2077.0,6701.0,87.0,31.0,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,92377986,35879.0,17.0,3.02,1745.0,808133.0,77.1,318949.0,6.1,,,4472.0,,60.68,0.48,,,,
797,9,Democratic Republic of Congo,2021-06-21,339.010902891531,0.0366982348902401,1,1,1,45.78,1.0,46137.0,1685.0,COD,Africa,37926,322571,879,4714,410552.0,1267.0,3492.0,9515.0,0.0,51.0,1.15,,,,,,,,,,,,,,,,,,,,,,,1294.0,,,,,14.0,1092.0,1.0,41.67,92377986,35879.0,17.0,3.02,1745.0,808133.0,77.1,318949.0,6.1,,,4472.0,,60.68,0.48,,,,
801,13,Democratic Republic of Congo,2021-12-22,788.724452760815,0.0853801307987831,1,1,1,39.76,58.0,217382.0,97680.0,COD,Africa,67298,766571,1126,1143,728507.0,0.0,8298.0,12189.0,0.0,12.0,1.05,,,,,,,,,,,,,,,,,,282310.0,217382.0,97680.0,,,3148.0,0.31,0.24,0.11,,34.0,2640.0,3.0,38.89,92377986,35879.0,17.0,3.02,1745.0,808133.0,77.1,318949.0,6.1,,,4472.0,,60.68,0.48,,,,
