index,n_pico,location,peak_date,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
1559,10,Kuwait,2022-01-29,5621.37610179432,57.64,22,3419874,3214682,KWT,Asia,534062,5850714,2494,1286,123381185,1341788,1351656,576174,462,297,1.15,,,,,,,,,6853435,31198,1583309,7207,31332,7238,0.1867,5.4,tests performed,,,,,,12237,,,,,2827,1219,28,49.07,4328553,232128,33.7,2345,1114,65530537,,132235,15.84,2.7,37,,2,75.49,806,,,,
1591,9,Latvia,2022-02-14,9630.70573971243,39.87,-27,1344936,1264240,LVA,Europe,522766,9859286,5029,9857,280013112,2219682,5281004,2693721,2678,5.28,1.1,,,1145,613305,,,,,6373017,9431,3413627,5052,23618,12651,0.4174,2.4,tests performed,2831332,1340196,1294777,481175,1944,2757,151.66,71.79,69.35,25.77,1477,172,9,54.63,1866934,31212,43.9,19754,14136,25063846,0.7,350.06,4.91,25.6,51,,5.57,75.29,866,,,,
1598,6,Lebanon,2021-01-14,4447.78525832895,72.41,-54,0,0,LBN,Asia,237132,4633286,1781,30714,35031276,767.6,684471,263105,6057,4537,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.74,6769151,594561,31.1,8514,5.43,13367565,,266591,12.71,26.9,40.7,,2.9,78.93,744,,,,
1602,10,Lebanon,2022-01-16,6441.83389209792,53.95,-2,2406732,1920783,LBN,Asia,820170,6570,9383,14286,121162905,818271,970.58,1386141,2364,2.11,1.19,,,,,,,,,,,,,,,,,,4704784,,1920783,384246,17189,19216,69.5,,28.38,5.68,2839,6729,99,50,6769151,594561,31.1,8514,5.43,13367565,,266591,12.71,26.9,40.7,,2.9,78.93,744,,,,
1603,11,Lebanon,2022-02-01,7595.21012989,54.71,-2,2451432,2026672,LBN,Asia,928522,7768286,9621,15429,137169639,1080.49,1147601,1421301,2216,2279,1.07,,,,,,,,,,,,,,,,,,4917151,2441107,2026672,449372,15064,12976,72.64,36.06,29.94,6.64,1917,2790,41,50,6769151,594561,31.1,8514,5.43,13367565,,266591,12.71,26.9,40.7,,2.9,78.93,744,,,,
1651,4,Libya,2020-10-24,935.584114004976,32.67,6,,,LBY,Africa,54374,932.714,790,13,7813.998,142.271,134.039,113.53,2.299,1.868,1.07,,,,,,,,,,6002,,0.863,,,,,samples tested,,,,,,,,,,,,,,78.7,6958538,3.623,29,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,
1656,9,Libya,2021-07-30,2407.45036871177,42.27,31,593360,44010,LBY,Africa,249114,2787.143,3509,23.571,35799.761,418.766,400.536,504.273,5.748,3.387,1.16,,,,,,,,,,,,,,,,,samples tested,,,,,,11100,,,,,1595,9010,0.129,64.81,6958538,3.623,29,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,
1660,13,Libya,2022-02-03,3219.49342535848,32.55,88,2068994,1014822,LBY,Africa,441959,3676.571,6044,9.286,63513.198,525.398,528.354,868.573,1.293,1.334,1.3,,,,,,,,,,11053,,1.588,,,,,samples tested,,,,,,10938,,,,,1572,5007,0.072,51.85,6958538,3.623,29,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,
1681,5,Lithuania,2020-12-19,2807.3272008869,72.63,-47,0,0,LTU,Europe,109989,2796.714,1265,40,40890.202,1243.186,1039.724,470.284,17.101,14.871,1.09,,,2432,904.136,,,,,1509055,10648,561.016,3.959,12850,4.777,0.229,4.4,tests performed,,,,,,,,,,,,,,74.07,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882,,,,
1683,7,Lithuania,2021-05-03,1169.82827004783,51.23,-23,714536,314788,LTU,Europe,250337,1209.286,3956,14.143,93066.856,244.25,449.572,1470.707,2.231,5.258,1.03,,,1109,412.289,,,,,2938704,19712,1092.511,7.328,20141,7.488,0.062,16.1,tests performed,1020703,706177,314788,58,13362,18404,37.95,26.25,11.7,0,6842,9452,0.351,41.67,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882,,,,
1684,8,Lithuania,2021-10-26,2810.54863923316,44.96,-10,1810358,1701737,LTU,Europe,392425,2834.286,5693,29.143,145890.384,890.008,1053.692,2116.465,11.897,10.834,1.09,,,1702,632.746,,,,,5762569,27180,2142.329,10.105,22274,8.281,0.137,7.3,tests performed,3367770,1801994,1716384,72093,7848,6294,125.2,66.99,63.81,2.68,2340,2402,0.089,50,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882,,,,
1685,9,Lithuania,2022-02-03,10195.9459481776,49.26,-19,1951798,1834690,LTU,Europe,714208,10668.714,7936,17.286,265518.454,4686.858,3966.268,2950.337,7.064,6.426,1.22,,,1350,501.884,,,,,7699769,32891,2862.515,12.228,29221,10.863,0.438,2.3,tests performed,4424691,1943460,1863569,892493,3223,3281,164.5,72.25,69.28,33.18,1220,314,0.012,53.7,2689862,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882,,,,
1750,3,Malawi,2020-07-12,92.877702803618,64.09,-14,,,MWI,Africa,2364,107.286,38,3,120.32,5.242,5.46,1.934,0.254,0.153,1.23,,,,,,,,,20974,317,1.068,0.016,510,0.026,0.2104,4.8,tests performed,,,,,,,,,,,,,,60.19,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
1753,6,Malawi,2021-01-22,819.39429999405,72.93,-28,0,0,MWI,Africa,17365,877.429,445,22,883.819,66.98,44.658,22.649,2.494,1.12,1.47,,,,,,,,,118488,,6.031,,2527,0.129,0.3472,2.9,tests performed,,,,,,,,,,,,,,51.85,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
1755,8,Malawi,2021-07-22,669.714494567982,68.9,-6,389790,55169,MWI,Africa,46417,702.714,1410,15.571,2362.467,48.454,35.766,71.764,1.069,0.793,1.27,,,,,,,,,,,,,2376,0.121,0.2958,3.4,tests performed,,,,,,690,,,,,35,190,0.001,45.37,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
1756,9,Malawi,2021-12-26,753.962304336264,67.9,51,1467666,672819,MWI,Africa,71007,895.143,2332,3,3614.014,16.541,45.56,118.691,0.204,0.153,1.63,,,,,,,,,,,,,1138,0.058,0.7866,1.3,tests performed,1745048,1461207,672819,,5692,13067,8.88,7.44,3.42,,665,13067,0.067,39.81,19647681,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
1765,7,Malaysia,2021-01-30,4146.97931741269,84.1,-42,0,3,MYS,Asia,209661,4172286,746,11286,6396746,174761,127296,22.76,397,344,1.14,424,12936,4289,130857,,,5650,172381,6555646,76939,200012,2347,77821,2374,0.0536,18.7,people tested,,,,,,,,,,,,,,77.31,32776195,96254,29.9,6293,3407,26808164,0.1,260942,16.74,1,42.4,,1.9,76.16,0.81,,,,
1767,9,Malaysia,2021-08-22,21283.1350931281,84.59,-35,18773239,13289575,MYS,Asia,1555093,21456286,14168,236857,47445806,604311,654.63,432265,7078,7226,1.04,1452,44.3,13852,422624,,,15315,467.26,25030815,125901,763689,3841,158555,4838,0.1353,7.4,people tested,32026171,18735361,13290883,,465767,525783,97.71,57.16,40.55,,16042,185097,565,67.59,32776195,96254,29.9,6293,3407,26808164,0.1,260942,16.74,1,42.4,,1.9,76.16,0.81,,,,
1769,11,Malaysia,2022-03-05,28870.3762207923,77.05,-8,27190377,25558954,MYS,Asia,3595172,28571714,33173,77,109688.51,1019215,871722,1012106,2044,2349,1.08,372,11.35,7391,225499,,,12781,389948,52151893,148904,1591152,4543,191419,5.84,0.1493,6.7,people tested,67736494,27154598,25765905,15024346,70564,97410,206.66,82.85,78.61,45.84,2972,30409,93,54.17,32776195,96254,29.9,6293,3407,26808164,0.1,260942,16.74,1,42.4,,1.9,76.16,0.81,,,,
1782,12,Maldives,2021-05-20,1375.56944203278,70.46,-37,309605,152512,MDV,Asia,50802,1356.286,114,3.857,93451.308,4035.907,2494.915,209.705,3.679,7.095,1.21,,,,,,,,,820824,7259,1509.922,13.353,4327,7.96,0.3134,3.2,samples tested,,,,,,2067,,,,,3802,375,0.069,,543620,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.74,,,,
1787,17,Maldives,2022-01-27,2351.56054025108,63.31,-21,400204,369606,MDV,Asia,128089,2451.143,274,0.714,235622.31,4596.961,4508.927,504.029,3.679,1.314,1.35,,,,,,,,,2027196,7019,3729.068,12.912,7429,13.666,0.3299,3,samples tested,,,,,,2924,,,,,5379,26,0.005,,543620,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.74,,,,
1827,2,Mauritania,2020-06-21,161.506036721823,29.65,-15,,,MRT,Africa,2984,171.571,111,3.429,624.907,35.811,35.93,23.246,0.628,0.718,1.3,,,,,,,,,,,,,1612,0.338,0.1064,9.4,tests performed,,,,,,,,,,,,,,77.78,4775110,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,,,15.95,,64.92,0.546,,,,
1831,6,Mauritania,2020-12-14,202.348326681181,38.54,-1,0,0,MRT,Africa,11135,208,228,4.857,2331.883,34.345,43.559,47.748,0.628,1.017,1.28,,,,,,,,,,,,,1508,0.316,0.1379,7.2,tests performed,,,,,,,,,,,,,,59.26,4775110,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,,,15.95,,64.92,0.546,,,,
1834,9,Mauritania,2021-08-04,304.087294773922,25.85,18,203087,18582,MRT,Africa,26902,320,581,4.857,5633.797,72.668,67.014,121.673,1.047,1.017,1.19,,,,,,,,,,,,,1786,0.374,0.1792,5.6,tests performed,,,,,,4065,,,,,851,3573,0.075,36.11,4775110,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,,,15.95,,64.92,0.546,,,,
1836,11,Mauritania,2022-01-09,827.531543586673,26.39,29,1213696,797785,MRT,Africa,49006,974.857,886,2,10262.8,188.687,204.154,185.545,0.209,0.419,1.69,,,,,,,,,,,,,1786,0.374,0.5458,1.8,tests performed,,,,,,1866,,,,,391,4122,0.086,39.81,4775110,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,,,15.95,,64.92,0.546,,,,
1869,6,Mexico,2021-01-20,16287.7555136769,85.54,-36,489628,11402,MEX,North America,1688944,16720429,144371,1064857,12965724,157743,128.36,1108311,11815,8175,1.09,,,,,,,,,4158986,46401,31928,356,38671,297,395,2.5,people tested,501030,489628,11402,,2908,44066,0.38,0.38,0.01,,338,42437,33,71.76,130262220,66444,29.3,6857,4321,17336469,2.5,152783,13.06,6.9,21.4,87847,1.38,75.05,779,,,,
1871,8,Mexico,2021-08-15,17872.0000679989,81.47,-2,54125533,29046598,MEX,North America,3091971,17164857,248167,535286,23736514,0,131772,1905134,0,4109,1.06,,,,,,,,,8951837,15386,68722,118,48947,376,0.39,2.6,people tested,76587422,53837225,29046598,,807193,704635,58.79,41.33,22.3,,5409,466520,358,67.13,130262220,66444,29.3,6857,4321,17336469,2.5,152783,13.06,6.9,21.4,87847,1.38,75.05,779,523874.3,41.86,89.36,4021.690249
1873,10,Mexico,2022-01-22,39479.9346858634,79.61,3,83529476,76432854,MEX,North America,4595589,35201,302721,198143,35279523,0,270232,2323936,0,1521,1.36,,,,,,,,,13698104,38952,105158,299,82030,0.63,689,1.5,people tested,,,,,,592574,,,,,4549,60748,47,38.89,130262220,66444,29.3,6857,4321,17336469,2.5,152783,13.06,6.9,21.4,87847,1.38,75.05,779,,,,
1883,5,Moldova,2020-12-06,1407.34414960725,68.73,-25,0,0,MDA,Europe,116365,1335.429,2419,18.429,28917.564,200.794,331.864,601.139,3.976,4.58,1.05,,,,,,,,,,1981,,0.492,3195,0.794,0.418,2.4,tests performed,,,,,,,,,,,,,,57.41,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
1884,6,Moldova,2021-03-21,1537.62055168947,70.27,-30,109552,102978,MDA,Europe,215034,1510.143,4559,32.714,53437.541,206.51,375.282,1132.945,6.958,8.13,1.04,,,,,,,,,,2602,,0.647,4420,1.098,0.3417,2.9,tests performed,20494,20494,,,,1200,0.51,0.51,,,298,1200,0.03,65.74,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
1885,7,Moldova,2021-10-21,1541.28755268395,59.34,-11,632897,594923,MDA,Europe,323469,1575.286,7386,35.571,80384.441,444.083,391.47,1835.476,9.94,8.84,1.05,,,,,,,,,,9264,,2.302,8164,2.029,0.193,5.2,tests performed,,,,,,4359,,,,,1083,2838,0.071,42.59,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
1886,8,Moldova,2022-01-29,3825.48838129885,60.8,-24,714110,671263,MDA,Europe,438249,4463.714,10635,17.429,108908.121,919.477,1109.266,2642.876,3.479,4.331,1.28,,,,,,,,,,13270,,3.298,,,,,tests performed,1925550,,1010620,,2195,5844,47.85,,25.11,,1452,1097,0.027,50.93,4024025,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
1917,13,Mongolia,2021-09-26,6920.66960195156,51.39,58,2279246,2126575,MNG,Asia,354383,7430.571,1206,12.429,106444.272,1527.056,2231.884,362.24,0,3.733,1.13,,,,,,,,,3962539,8033,1190.208,2.413,9561,2.872,0.7772,1.3,samples tested,4376793,2250218,2126575,,,906,131.46,67.59,63.87,,272,209,0.006,37.04,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737,,,,
1919,15,Mongolia,2022-01-23,6973.89687363015,51.39,64,2297913,2160038,MNG,Asia,789680,7528.857,2094,1.143,237192.284,2858.875,2261.406,628.964,0,0.343,1.37,,,,,,,,,,,,,22220,6.674,0.3388,3,samples tested,5432373,2268885,,994004,1690,4190,163.17,68.15,,29.86,1259,136,0.004,37.5,3329282,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737,,,,
1925,5,Montenegro,2020-11-12,584.54765203517,37.32,-29,,,MNE,Europe,25509,568,364,5.143,40616.128,1025.394,904.385,579.571,12.738,8.189,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,,3.861,76.88,0.829,,,,
1929,9,Montenegro,2021-08-26,587.280961649847,29.53,3,206977,177650,MNE,Europe,112500,627.429,1704,6,179125.581,1216.462,999.009,2713.155,14.33,9.553,1.23,,,,,,,,,,,,,,,,,,383776,206126,177650,,2973,2335,61.11,32.82,28.29,,3718,1034,0.165,,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,,3.861,76.88,0.829,,,,
1932,12,Montenegro,2022-01-08,2099.05207014084,41.68,-10,285540,268408,MNE,Europe,187825,2278.857,2434,2.857,299060.108,3533.153,3628.459,3875.481,1.592,4.549,1.4,,,,,,,,,,,,,,,,,,639741,284689,274097,80955,169,595,101.86,45.33,43.64,12.89,947,94,0.015,,628051,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,,3.861,76.88,0.829,,,,
1951,4,Morocco,2020-11-12,4967.59802948965,54.86,-20,,,MAR,Africa,276821,5124286,4570,73,7412574,165887,137216,122373,1714,1955,1.11,,,,,,,,,3576692,23565,95775,631,20833,558,246,4.1,people tested,,,,,,,,,,,,,,66.2,37344787,80.08,29.6,6769,4209,7485013,1,419146,7.14,0.8,47.1,,1.1,76.68,686,,,,
1953,6,Morocco,2021-08-09,9006.72893097263,47.55,-3,15354231,11069848,MAR,Africa,701325,9628857,10404,74143,18779.73,135039,257837,278593,1848,1985,1.2,,,,,,,,,7320718,18852,196031,505,41129,1101,0.2341,4.3,people tested,26412218,15342370,11069848,,443423,307844,70.73,41.08,29.64,,8243,195531,524,59.26,37344787,80.08,29.6,6769,4209,7485013,1,419146,7.14,0.8,47.1,,1.1,76.68,686,,,,
1954,7,Morocco,2022-01-17,6698.63027310049,31.26,-3,24727353,23113322,MAR,Africa,1051830,6732,14994,11286,28165377,85072,180266,401502,482,302,1.29,,,,,,,,,,,,,28967,776,0.2324,4.3,people tested,,,,,,54615,,,,,1462,2927,8,68.52,37344787,80.08,29.6,6769,4209,7485013,1,419146,7.14,0.8,47.1,,1.1,76.68,686,,,,
1962,6,Mozambique,2021-01-30,867.848921064231,74.47,-28,0,0,MOZ,Africa,37705,868.143,363,14.286,1172.308,18.562,26.992,11.286,0.218,0.444,1.11,,,,,,,,,341004,2077,10.602,0.065,2721,0.085,0.3191,3.1,tests performed,,,,,,,,,,,,,,59.26,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
1963,7,Mozambique,2021-07-27,1679.43069517924,82.74,1,374854,319153,MOZ,Africa,113426,1631,1341,26.143,3526.594,52.949,50.71,41.694,1.057,0.813,1.11,,,,,,,,,712961,5650,22.167,0.176,5111,0.159,0.3191,3.1,tests performed,,,,,,3231,,,,,100,396,0.001,56.48,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
1964,8,Mozambique,2022-01-01,2566.71342358565,70.32,53,8745030,6200296,MOZ,Africa,191722,2963.857,2012,6.429,5960.941,82.144,92.151,62.556,0.187,0.2,1.4,,,,,,,,,,,,,4718,0.147,0.6282,1.6,tests performed,,,,,,102990,,,,,3202,51192,0.159,37.04,32163045,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,
1973,7,Myanmar,2020-11-25,1436.89052544919,71.67,-51,,,MMR,Asia,83566,1463.429,1810,22.857,1524.76,24.267,26.702,33.026,0.474,0.417,1.05,,,,,,,,,1059035,21585,19.323,0.394,18422,0.336,0.0794,12.6,samples tested,,,,,,,,,,,,,,79.63,54806014,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,,,,
1975,9,Myanmar,2021-07-21,5390.14332584941,78.57,-81,3403622,1688311,MMR,Asia,246663,5472.286,5814,233.286,4500.656,111.174,99.848,106.083,4.507,4.257,1.21,,,,,,,,,3018423,16590,55.075,0.303,14877,0.271,0.3678,2.7,samples tested,,,,,,53994,,,,,985,33975,0.062,66.2,54806014,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,,,,
1982,4,Namibia,2020-12-29,445.025706004422,75.66,-30,0,0,NAM,Africa,22851,460.286,195,2,8831.837,217.984,177.899,75.367,0.773,0.773,1.19,,,,,,,,,204698,2238,79.115,0.865,1829,0.707,0.2517,4,tests performed,,,,,,,,,,,,,,38.89,2587344,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
1986,8,Namibia,2021-06-29,1551.96283982743,67.18,-15,119571,24242,NAM,Africa,86649,1554.714,1445,38,33489.555,0,600.892,558.488,0,14.687,1.13,,,,,,,,,529147,7602,204.514,2.938,4074,1.575,0.3816,2.6,tests performed,143813,119571,24242,,,2172,5.56,4.62,0.94,,839,1709,0.066,76.85,2587344,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
1988,10,Namibia,2021-12-22,895.826657503008,67.18,40,391319,329279,NAM,Africa,141045,1085.857,3593,2.143,54513.432,590.181,419.68,1388.683,3.865,0.828,1.36,,,,,,,,,851949,3710,329.276,1.434,3899,1.507,0.2785,3.6,tests performed,,,,,,303,,,,,117,1307,0.051,28.7,2587344,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
1989,11,Namibia,2022-05-22,431.791477797759,67.18,40,465580,419425,NAM,Africa,164850,682.286,4032,0.571,63713.986,1627.151,263.701,1558.355,0.386,0.221,0.76,,,,,,,,,,,,,1044,0.404,0.6535,1.5,tests performed,,479078,410511,50937,,127,,18.52,15.87,1.97,49,0,0,23.15,2587344,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,,,,
1993,4,Nepal,2020-10-17,3443.92246063654,63.98,-36,,,NPL,Asia,129304,3374.286,727,16.143,4357.35,106.723,113.708,24.499,0.404,0.544,1.15,,,,,,,,,1269605,15438,42.784,0.52,15007,0.506,0.225,4.4,samples tested,,,,,,,,,,,,,,63.89,29674920,204.43,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
1995,6,Nepal,2021-05-13,8477.88170380903,74.2,-68,2103276,397188,NPL,Asia,431191,8944.429,4466,133.857,14530.486,297.962,301.414,150.497,7.211,4.511,1.15,,,,,,,,,2712562,19474,91.409,0.656,19163,0.646,0.463,2.2,samples tested,,,,,,12453,,,,,420,1681,0.006,94.44,29674920,204.43,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
1998,9,Nepal,2022-01-22,6544.82709706718,61.8,12,16222908,12862002,NPL,Asia,904796,7941.714,11651,4.857,30490.259,276.732,267.624,392.621,0.539,0.164,1.62,,,,,,,,,6026307,20187,203.077,0.68,21373,0.72,0.445,2.2,samples tested,,,,,,214900,,,,,7242,67184,0.226,62.96,29674920,204.43,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
2011,11,Netherlands,2022-02-06,96114.2833962525,43.02,-23,13518626,12339230,NLD,Europe,4979056,76755286,21413,8857,289933544,4519803,4469508,1246892,524,516,1.63,211,12287,1133,65975,105,6114,1238,72.09,26421826,121636,1538559,7083,139676,8133,607,1.6,tests performed,,,,,,29723,,,,,1731,2385,14,58.33,17173094,508544,43.2,18779,11881,48472545,,109361,5.29,24.4,27.3,,3.32,82.28,944,27657.1,8.38,-4.79,1610.490224
2061,1,Niger,2020-04-08,34.668205546037,30.87,-13,,,NER,Africa,342,38.286,11,0.857,13.609,2.547,1.523,0.438,0,0.034,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11,25130810,16.955,15.1,2.553,1.378,926,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,
2067,7,Niger,2020-12-21,59.9266644243227,46.89,-2,0,0,NER,Africa,2724,57.429,87,0.714,108.393,2.586,2.285,3.462,0,0.028,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,25130810,16.955,15.1,2.553,1.378,926,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,
2075,15,Niger,2022-01-08,63.6662712208106,39.34,43,1579329,509737,NER,Africa,7961,74.714,280,0.571,316.782,2.785,2.973,11.142,0,0.023,1.02,,,,,,,,,,,,,,,,,,,,,,,18757,,,,,746,21340,0.085,16.67,25130810,16.955,15.1,2.553,1.378,926,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,,,,
2079,1,Nigeria,2020-06-26,604.056448782881,38.79,-19,,,NGA,Africa,23298,593,554,9.571,110.208,3.236,2.805,2.621,0.024,0.045,1.09,,,,,,,,,,,,,2301,0.011,0.2577,3.9,tests performed,,,,,,,,,,,,,,80.09,211400704,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
2084,6,Nigeria,2021-01-20,1528.17023154832,37.83,-8,0,0,NGA,Africa,114691,1527.429,1478,13.714,542.529,6.556,7.225,6.991,0.066,0.065,1.06,,,,,,,,,1198758,6892,5.671,0.033,13874,0.066,0.1101,9.1,tests performed,,,,,,,,,,,,,,58.33,211400704,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
2088,10,Nigeria,2021-12-23,1418.36091740201,32.9,52,9347335,4268525,NGA,Africa,233353,1754.571,2991,1.143,1103.842,9.177,8.3,14.148,0,0.005,1.28,,,,,,,,,,,,,9843,0.047,0.1783,5.6,tests performed,,,,,,180444,,,,,854,148605,0.07,37.96,211400704,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,
2107,5,North Macedonia,2020-11-16,1059.72861769209,71.82,-30,,,MKD,Europe,47636,1051.571,1345,27,22872.661,281.371,504.917,645.808,19.206,12.964,1.08,,,,,,,,,296802,2930,142.511,1.407,2981,1.431,0.3528,2.8,tests performed,,,,,,,,,,,,,,,2082661,82.6,39.1,13.26,8.16,13111.214,5,322.688,10.08,,,,4.28,75.8,0.774,,,,
2108,6,North Macedonia,2021-03-30,1089.9598867333,84.24,-25,7573,6074,MKD,Europe,128511,1089.857,3749,31.571,61705.194,610.277,523.3,1800.101,15.845,15.159,1.1,,,,,,,,,624644,4445,299.926,2.134,3639,1.747,0.2995,3.3,tests performed,,,,,,162,,,,,78,162,0.008,,2082661,82.6,39.1,13.26,8.16,13111.214,5,322.688,10.08,,,,4.28,75.8,0.774,,,,
2109,7,North Macedonia,2021-08-23,907.437418568308,61.71,-11,674917,503401,MKD,Europe,169202,963.571,5695,19.286,81243.179,158.451,462.664,2734.482,12.964,9.26,1.32,,,,,,,,,,,,,8860,4.254,0.1088,9.2,tests performed,1177911,674510,503401,,,14123,56.56,32.39,24.17,,6781,10685,0.513,,2082661,82.6,39.1,13.26,8.16,13111.214,5,322.688,10.08,,,,4.28,75.8,0.774,,,,
2111,9,North Macedonia,2022-01-23,1658.90061478271,61.71,-14,848540,797628,MKD,Europe,256281,1664.143,8218,16.857,123054.592,683.741,799.046,3945.913,9.603,8.094,1.14,,,,,,,,,,,,,6201,2.977,0.2684,3.7,tests performed,,,,,,1128,,,,,542,159,0.008,,2082661,82.6,39.1,13.26,8.16,13111.214,5,322.688,10.08,,,,4.28,75.8,0.774,,,,
