n_pico,location,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,reproduction_rate,hosp_patients,total_tests,new_tests,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
6,Serbia,6686.89789361333,42.0,7.0,3114548.0,2927675.0,1.03,6733.0,6120952.0,25161.0,0.3072,3.3,40.74,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,76.0,0.806
7,Serbia,16091.105659328,40.29,-1.0,3339861.0,3139469.0,1.21,3301.0,8010329.0,35974.0,0.4926,2.0,36.11,6871547,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,76.0,0.806
1,Sierra Leone,27.1424673635742,27.04,-23.0,,,1.14,,,,,,70.37,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,54.7,0.452
5,Sierra Leone,45.2453059524518,68.23,-6.0,0.0,0.0,1.36,,,,,,60.19,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,54.7,0.452
9,Sierra Leone,72.2865436291729,68.23,12.0,86713.0,16264.0,1.44,,,,,,56.48,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,54.7,0.452
13,Sierra Leone,49.8199693276489,68.23,53.0,737859.0,378934.0,1.48,,,,,,48.15,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,54.7,0.452
4,Slovakia,6106.22653461932,78.78,-59.0,30165.0,0.0,1.08,2436.0,3275927.0,6513.0,0.123,8.1,61.11,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,77.54,0.86
7,Slovakia,10829.249202531,44.6,-28.0,2697308.0,2535470.0,1.08,3329.0,44698871.0,45711.0,0.164,6.1,59.26,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,77.54,0.86
8,Slovakia,21195.0895605937,38.37,-14.0,2828355.0,2658653.0,1.19,2311.0,48656458.0,70526.0,0.326,3.1,46.3,5449270,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,77.54,0.86
2,South Africa,11921.6002139536,81.31,-34.0,,,1.13,,2324923.0,46796.0,0.2648,3.8,80.56,60041996,46754.0,27.3,5344.0,3053.0,12294876.0,18.9,200.38,5.52,8.1,33.2,43993.0,64.13,709.0
4,South Africa,16694.3436809007,83.5,-34.0,0.0,2124.0,1.2,,7043680.0,76202.0,0.3088,3.2,67.59,60041996,46754.0,27.3,5344.0,3053.0,12294876.0,18.9,200.38,5.52,8.1,33.2,43993.0,64.13,709.0
6,South Africa,18478.5257211827,84.84,-12.0,3466228.0,1208436.0,1.15,,13489570.0,39556.0,0.2811,3.6,75.0,60041996,46754.0,27.3,5344.0,3053.0,12294876.0,18.9,200.38,5.52,8.1,33.2,43993.0,64.13,709.0
8,South Africa,19511.7575135724,73.54,11.0,18660904.0,15473473.0,1.42,,20352343.0,68437.0,0.2988,3.3,54.63,60041996,46754.0,27.3,5344.0,3053.0,12294876.0,18.9,200.38,5.52,8.1,33.2,43993.0,64.13,709.0
9,South Africa,6717.70838681161,53.07,27.0,21934550.0,18473107.0,1.24,,24726029.0,32756.0,0.2511,4.0,34.26,60041996,46754.0,27.3,5344.0,3053.0,12294876.0,18.9,200.38,5.52,8.1,33.2,43993.0,64.13,709.0
3,South Sudan,54.9078785200044,45.08,-19.0,,,0.74,,,,,,85.19,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,57.85,0.433
10,South Sudan,171.172028661527,43.8,-18.0,0.0,0.0,0.96,,104468.0,1514.0,0.1917,5.2,77.78,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,57.85,0.433
18,South Sudan,140.255028577743,37.22,51.0,232939.0,187389.0,1.41,,,,0.2843,3.5,56.48,11381377,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,57.85,0.433
4,Spain,34491.4188730886,96.18,-47.0,794655.0,81032.0,1.23,23946.0,27242227.0,191328.0,0.16,6.2,71.3,46745211,93105.0,45.5,19436.0,13799.0,34272.36,1.0,99403.0,7.17,27.4,31.4,,83.56,904.0
8,Spain,128404.459944411,81.84,-23.0,40174355.0,37763893.0,1.27,15011.0,78008022.0,385306.0,0.38,2.6,46.76,46745211,93105.0,45.5,19436.0,13799.0,34272.36,1.0,99403.0,7.17,27.4,31.4,,83.56,904.0
12,Sri Lanka,2926.49662859134,86.14,-88.0,1691562.0,349745.0,1.05,,3514749.0,19679.0,0.1362,7.3,85.19,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,76.98,0.782
13,Sri Lanka,5141.68287023264,85.88,-82.0,12434720.0,6121540.0,1.13,,5261443.0,21075.0,0.2512,4.0,86.11,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,76.98,0.782
16,Sri Lanka,1300.84254252662,77.38,-19.0,17012645.0,14023405.0,1.1,,7179751.0,10904.0,0.0976,10.2,52.78,21497306,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,76.98,0.782
2,Suriname,86.402661427515,73.71,-35.0,,,1.13,,1711.0,308.0,0.339,2.9,85.19,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,71.68,0.738
4,Suriname,79.0222417044404,73.46,-29.0,0.0,0.0,1.15,,,,,,67.59,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,71.68,0.738
5,Suriname,256.620606331424,73.46,-17.0,86979.0,21436.0,1.11,,,,,,81.48,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,71.68,0.738
6,Suriname,469.061467342932,73.55,-13.0,217228.0,159716.0,1.18,,,,,,58.33,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,71.68,0.738
8,Suriname,857.355018499337,70.51,-6.0,263727.0,231026.0,1.39,,59351.0,2235.0,0.416,2.4,60.19,591798,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,71.68,0.738
3,Switzerland,7544.08249721022,53.27,-12.0,,,1.37,3135.0,1720050.0,38133.0,0.268,3.7,59.26,8715494,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,83.78,0.955
9,Switzerland,34209.4797515127,45.58,-4.0,6066924.0,5702909.0,1.18,1933.0,16746106.0,119723.0,0.405,2.5,50.93,8715494,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,83.78,0.955
10,Switzerland,26334.375867441,12.7,2.0,6087178.0,5721947.0,1.2,1779.0,19498557.0,76794.0,0.515,1.9,14.81,8715494,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,83.78,0.955
11,Timor,174.023326043692,80.64,-37.0,134817.0,126728.0,1.12,,,,,,78.7,1343875,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,69.5,0.606
13,Timor,266.690492178308,78.39,-40.0,181596.0,170700.0,1.27,,,,0.3547,2.8,69.91,1343875,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,69.5,0.606
15,Timor,132.707536825642,70.67,-12.0,221371.0,208089.0,1.6,,239055.0,,0.677,1.5,36.11,1343875,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,69.5,0.606
10,Togo,156.105944680484,62.84,1.0,61067.0,4236.0,1.12,,275245.0,1903.0,0.1301,7.7,64.81,8478242,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,61.04,0.515
11,Togo,218.55921548723,28.84,29.0,367650.0,189697.0,1.19,,447673.0,1220.0,0.1165,8.6,50.93,8478242,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,61.04,0.515
13,Togo,408.66014525046,28.84,40.0,1396824.0,1032187.0,1.45,,622658.0,1564.0,0.248,4.0,21.76,8478242,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,61.04,0.515
4,Trinidad and Tobago,110.164372716422,61.52,-34.0,,,1.11,,,,,,80.56,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,73.51,0.796
8,Trinidad and Tobago,508.314610166075,60.06,-56.0,66299.0,1179.0,1.16,,165776.0,1128.0,0.296,3.4,64.81,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,73.51,0.796
12,Trinidad and Tobago,734.240537531131,86.53,-4.0,696782.0,650050.0,1.1,,459629.0,760.0,0.376,2.7,59.26,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,73.51,0.796
14,Trinidad and Tobago,657.079969109081,86.53,-6.0,737494.0,693244.0,1.0,,585393.0,403.0,0.192,5.2,56.48,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,73.51,0.796
15,Trinidad and Tobago,485.674173661849,86.53,6.0,751772.0,706666.0,1.05,,,,,,35.19,1403374,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,73.51,0.796
4,Turkey,30754.8406628433,87.91,-38.0,0.0,0.0,1.25,,19651555.0,174761.0,0.1729,5.8,66.2,85042736,104914.0,31.6,8153.0,5061.0,25129341.0,0.2,171285.0,12.13,14.1,41.1,,77.69,0.82
9,Turkey,27044.0684408707,59.02,10.0,55602327.0,48846431.0,1.01,,97974085.0,361533.0,0.0738,13.6,51.85,85042736,104914.0,31.6,8153.0,5061.0,25129341.0,0.2,171285.0,12.13,14.1,41.1,,77.69,0.82
10,Turkey,97611.8866106566,60.69,5.0,57611844.0,52500475.0,1.12,,133853067.0,421435.0,0.2283,4.4,58.33,85042736,104914.0,31.6,8153.0,5061.0,25129341.0,0.2,171285.0,12.13,14.1,41.1,,77.69,0.82
3,Ukraine,13661.3163125666,71.97,-19.0,,,1.1,,4419791.0,46005.0,0.3128,3.2,61.57,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,72.06,0.779
4,Ukraine,15033.664192398,68.58,-24.0,320263.0,2.0,1.11,,8397586.0,41512.0,0.3155,3.2,66.67,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,72.06,0.779
5,Ukraine,22712.9337848782,64.19,-14.0,10719772.0,7617267.0,1.08,,14512577.0,56930.0,0.3716,2.7,58.33,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,72.06,0.779
6,Ukraine,35056.1071795887,59.03,-18.0,15515028.0,14584126.0,1.2,,18603958.0,,0.4504,2.2,75.0,43466822,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,72.06,0.779
4,United Kingdom,54410.0451597549,64.3,-54.0,0.0,391399.0,1.15,31948.0,51875174.0,552723.0,0.1245,8.0,87.96,68207114,272898.0,40.8,18517.0,12527.0,39753244.0,0.2,122137.0,4.28,20.0,24.7,,81.32,932.0
8,United Kingdom,162091.854405902,51.79,-12.0,51980836.0,47482789.0,1.2,16498.0,397615859.0,1793027.0,0.1093,9.1,48.61,68207114,272898.0,40.8,18517.0,12527.0,39753244.0,0.2,122137.0,4.28,20.0,24.7,,81.32,932.0
5,United States,234766.24607944,76.13,-34.0,10435663.0,1203892.0,1.1,128819.0,269307958.0,2262899.0,144.0,6.9,71.76,332915074,35608.0,38.3,15413.0,9732.0,54225446.0,1.2,151089.0,10.79,19.1,24.6,,78.86,926.0
8,United States,753970.294103647,49.37,-19.0,250672776.0,211488422.0,1.22,149706.0,754845383.0,2931461.0,284.0,3.5,53.24,332915074,35608.0,38.3,15413.0,9732.0,54225446.0,1.2,151089.0,10.79,19.1,24.6,,78.86,926.0
10,United States,107038.415673498,19.35,-4.0,259570554.0,230527403.0,1.11,24890.0,899837610.0,739458.0,0.14,7.1,38.89,332915074,35608.0,38.3,15413.0,9732.0,54225446.0,1.2,151089.0,10.79,19.1,24.6,,78.86,926.0
10,Uruguay,3628.89270505608,86.36,-30.0,1771346.0,1009184.0,1.06,,2206127.0,24544.0,0.1863,5.4,62.04,3485152,19751.0,35.6,14655.0,10361.0,20551409.0,0.1,160708.0,6.93,14.0,19.9,,77.91,817.0
13,Uruguay,10555.9027883183,71.71,-19.0,2824543.0,2655070.0,1.24,,5018294.0,25231.0,0.3511,2.8,28.7,3485152,19751.0,35.6,14655.0,10361.0,20551409.0,0.1,160708.0,6.93,14.0,19.9,,77.91,817.0
7,Zambia,1256.84874499571,46.42,-19.0,55.0,50.0,1.33,,772371.0,4803.0,0.1469,6.8,49.07,18920657,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,63.89,0.584
8,Zambia,2541.08216328716,45.28,3.0,183749.0,7205.0,1.26,,1801561.0,12952.0,0.2307,4.3,49.07,18920657,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,63.89,0.584
10,Zambia,3392.51672468833,75.51,66.0,1473385.0,1231515.0,1.48,,2970632.0,11516.0,0.3192,3.1,37.96,18920657,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,63.89,0.584
