n_pico,location,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,reproduction_rate,hosp_patients,total_tests,new_tests,positive_rate,tests_per_case,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,life_expectancy,human_development_index
12,Costa Rica,1824.33258251239,71.83,-4.0,4333233.0,4073239.0,0.03,,3601705.0,6920.0,151.0,6.6,,5139053,96079.0,33.6,9468.0,5694.0,15524995.0,1.3,137973.0,8.78,6.4,17.4,83841.0,80.28,0.81
3,Cote d'Ivoire,279.225561992513,49.11,-9.0,,,1.3,,43075.0,1632.0,0.2747,3.6,62.96,27053629,76399.0,18.7,2933.0,1582.0,3601006.0,28.2,303.74,2.42,,,19351.0,57.78,538.0
8,Cote d'Ivoire,387.041491458248,31.56,6.0,2110081.0,1983477.0,1.1,,481527.0,4097.0,0.1157,8.6,25.93,27053629,76399.0,18.7,2933.0,1582.0,3601006.0,28.2,303.74,2.42,,,19351.0,57.78,538.0
13,Cote d'Ivoire,235.20726908006,36.58,31.0,6312167.0,5988314.0,1.17,,,,0.0511,19.6,17.59,27053629,76399.0,18.7,2933.0,1582.0,3601006.0,28.2,303.74,2.42,,,19351.0,57.78,538.0
15,Cote d'Ivoire,876.810040277192,34.11,56.0,6315788.0,5991795.0,1.9,,1236834.0,3464.0,0.2822,3.5,13.89,27053629,76399.0,18.7,2933.0,1582.0,3601006.0,28.2,303.74,2.42,,,19351.0,57.78,538.0
4,Croatia,3431.79975180409,36.22,-35.0,0.0,0.0,1.06,2543.0,810885.0,9340.0,0.3567,2.8,52.78,4081657,73726.0,44.0,19724.0,13053.0,22669797.0,0.7,253782.0,5.59,34.3,39.9,,78.49,851.0
5,Croatia,2130.6168251081,25.15,-7.0,553883.0,139647.0,1.1,2105.0,,,0.2649,3.8,52.78,4081657,73726.0,44.0,19724.0,13053.0,22669797.0,0.7,253782.0,5.59,34.3,39.9,,78.49,851.0
6,Croatia,5027.53418582879,29.9,5.0,2034043.0,1851543.0,1.16,2086.0,3246065.0,,0.4228,2.4,35.19,4081657,73726.0,44.0,19724.0,13053.0,22669797.0,0.7,253782.0,5.59,34.3,39.9,,78.49,851.0
7,Croatia,8294.98399840688,29.98,-1.0,2298594.0,2160679.0,1.15,1860.0,4109897.0,14525.0,0.4626,2.2,37.96,4081657,73726.0,44.0,19724.0,13053.0,22669797.0,0.7,253782.0,5.59,34.3,39.9,,78.49,851.0
12,Cuba,8899.12236519526,76.19,-13.0,4549702.0,2777719.0,1.09,,,,,,65.28,11317498,110408.0,43.1,14738.0,9719.0,,,190968.0,8.27,17.1,53.3,85198.0,78.8,783.0
15,Cuba,3144.98841711969,72.77,-4.0,10549618.0,9788341.0,1.25,,,,,,29.63,11317498,110408.0,43.1,14738.0,9719.0,,,190968.0,8.27,17.1,53.3,85198.0,78.8,783.0
16,Cuba,777.082859061397,44.41,9.0,10640456.0,9910122.0,1.13,,,,,,29.63,11317498,110408.0,43.1,14738.0,9719.0,,,190968.0,8.27,17.1,53.3,85198.0,78.8,783.0
6,Cyprus,771.940995187865,62.23,-26.0,170820.0,59488.0,1.14,296.0,4826481.0,55566.0,0.0137,73.1,69.44,896005,127657.0,37.3,13416.0,8563.0,32415132.0,,141171.0,9.24,19.6,52.7,,80.98,887.0
7,Cyprus,956.390453200379,55.18,-12.0,505592.0,424614.0,1.23,203.0,9169540.0,72874.0,15.0,66.5,51.85,896005,127657.0,37.3,13416.0,8563.0,32415132.0,,141171.0,9.24,19.6,52.7,,80.98,887.0
8,Cyprus,3839.90502499566,30.97,-20.0,654034.0,614792.0,1.41,235.0,20027121.0,77255.0,0.0382,26.2,45.37,896005,127657.0,37.3,13416.0,8563.0,32415132.0,,141171.0,9.24,19.6,52.7,,80.98,887.0
10,Cyprus,4358.20205016617,53.21,-12.0,692970.0,651392.0,1.13,169.0,28016194.0,82488.0,0.0535,18.7,38.89,896005,127657.0,37.3,13416.0,8563.0,32415132.0,,141171.0,9.24,19.6,52.7,,80.98,887.0
4,Czechia,11755.1617037605,50.98,-42.0,,,1.18,6533.0,1723291.0,47498.0,321.0,3.1,73.15,10724553,137176.0,43.3,19027.0,11.58,32605906.0,,227485.0,6.82,30.5,38.3,,79.38,0.9
5,Czechia,10794.5014552974,51.48,-45.0,28349.0,4.0,1.19,7404.0,4535223.0,69093.0,214.0,4.7,73.15,10724553,137176.0,43.3,19027.0,11.58,32605906.0,,227485.0,6.82,30.5,38.3,,79.38,0.9
6,Czechia,11810.6542050628,54.69,-42.0,502932.0,256973.0,1.1,8477.0,8086344.0,118619.0,131.0,7.6,75.0,10724553,137176.0,43.3,19027.0,11.58,32605906.0,,227485.0,6.82,30.5,38.3,,79.38,0.9
8,Czechia,17293.4198105017,35.0,-7.0,6647319.0,6248480.0,1.21,6437.0,44059227.0,129734.0,158.0,6.3,52.78,10724553,137176.0,43.3,19027.0,11.58,32605906.0,,227485.0,6.82,30.5,38.3,,79.38,0.9
9,Czechia,33091.5844382139,31.51,-16.0,6942309.0,6525770.0,1.27,2865.0,50465606.0,175359.0,233.0,4.3,41.67,10724553,137176.0,43.3,19027.0,11.58,32605906.0,,227485.0,6.82,30.5,38.3,,79.38,0.9
1,Democratic Republic of Congo,129.513418242885,34.13,-24.0,,,1.16,,,,,,80.56,92377986,35879.0,17.0,3.02,1745.0,808133.0,77.1,318949.0,6.1,,,4472.0,60.68,0.48
6,Democratic Republic of Congo,197.169783484287,37.33,-7.0,0.0,0.0,1.06,,,,,,25.0,92377986,35879.0,17.0,3.02,1745.0,808133.0,77.1,318949.0,6.1,,,4472.0,60.68,0.48
9,Democratic Republic of Congo,339.010902891531,45.78,1.0,46137.0,1685.0,1.15,,,,,,41.67,92377986,35879.0,17.0,3.02,1745.0,808133.0,77.1,318949.0,6.1,,,4472.0,60.68,0.48
13,Democratic Republic of Congo,788.724452760815,39.76,58.0,217382.0,97680.0,1.05,,,,,,38.89,92377986,35879.0,17.0,3.02,1745.0,808133.0,77.1,318949.0,6.1,,,4472.0,60.68,0.48
5,Denmark,3164.88461804666,19.01,-35.0,2.0,1.0,1.2,516.0,9137269.0,133887.0,0.0291,34.4,51.85,5813302,136.52,42.3,19677.0,12325.0,46682515.0,0.2,114767.0,6.41,19.3,18.8,,80.9,0.94
11,Denmark,43345.7963445746,10.98,-22.0,4849452.0,4558485.0,1.05,1138.0,60215802.0,114254.0,0.2694,3.7,16.67,5813302,136.52,42.3,19677.0,12325.0,46682515.0,0.2,114767.0,6.41,19.3,18.8,,80.9,0.94
2,Djibouti,137.692839353865,37.61,-23.0,,,1.36,,,,,,59.26,1002197,41285.0,25.4,4213.0,2.38,2705406.0,22.5,258037.0,6.05,1.7,24.5,,67.11,524.0
8,Djibouti,166.078962482833,30.91,-13.0,8029.0,0.0,1.35,,,,,,34.26,1002197,41285.0,25.4,4213.0,2.38,2705406.0,22.5,258037.0,6.05,1.7,24.5,,67.11,524.0
11,Djibouti,65.2758775194495,35.69,16.0,48574.0,26284.0,0.92,,,,,,43.52,1002197,41285.0,25.4,4213.0,2.38,2705406.0,22.5,258037.0,6.05,1.7,24.5,,67.11,524.0
12,Djibouti,85.8695915088829,35.69,18.0,119477.0,26284.0,1.56,,,,,,43.52,1002197,41285.0,25.4,4213.0,2.38,2705406.0,22.5,258037.0,6.05,1.7,24.5,,67.11,524.0
1,Dominican Republic,1369.15875916619,89.42,-38.0,,,1.08,,244643.0,3867.0,357.0,2.8,78.7,10953714,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,74.08,756.0
5,Dominican Republic,1546.68842185532,87.03,-37.0,0.0,0.0,1.1,,966545.0,5741.0,0.2495,4.0,70.37,10953714,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,74.08,756.0
7,Dominican Republic,1235.7869158016,79.86,-12.0,3432764.0,1201200.0,1.11,,,,0.2551,3.9,62.96,10953714,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,74.08,756.0
9,Dominican Republic,1027.21462510154,70.43,1.0,6824815.0,5460820.0,1.03,,,,0.1263,7.9,41.67,10953714,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,74.08,756.0
10,Dominican Republic,5731.80124049382,70.21,0.0,6974830.0,5740955.0,1.36,,,,0.7947,1.3,37.96,10953714,222873.0,27.6,6981.0,4419.0,14600861.0,1.6,266653.0,8.2,8.5,19.1,55182.0,74.08,756.0
10,Ecuador,1970.1028130893,89.31,-44.0,1193052.0,240816.0,1.02,,1227352.0,2662.0,383.0,2.6,75.46,17888474,66939.0,28.1,7104.0,4458.0,10581936.0,3.6,140448.0,5.55,2.0,12.3,80635.0,77.01,759.0
15,Ecuador,7816.47769333234,79.47,-7.0,14590485.0,13158219.0,1.24,,2222066.0,12874.0,669.0,1.5,60.65,17888474,66939.0,28.1,7104.0,4458.0,10581936.0,3.6,140448.0,5.55,2.0,12.3,80635.0,77.01,759.0
1,Egypt,1508.40102945444,48.55,-33.0,,,1.07,,,,,,71.3,104258327,97999.0,25.3,5159.0,2891.0,10550206.0,1.3,525432.0,17.31,0.2,50.1,89827.0,71.99,707.0
3,Egypt,1224.5031540551,40.66,-14.0,0.0,0.0,1.23,,,,,,65.74,104258327,97999.0,25.3,5159.0,2891.0,10550206.0,1.3,525432.0,17.31,0.2,50.1,89827.0,71.99,707.0
5,Egypt,1167.19811715964,41.14,-21.0,1334635.0,267349.0,1.04,,,,,,65.74,104258327,97999.0,25.3,5159.0,2891.0,10550206.0,1.3,525432.0,17.31,0.2,50.1,89827.0,71.99,707.0
9,Egypt,2189.73756440161,27.55,20.0,39174879.0,28440704.0,1.11,,,,,,43.52,104258327,97999.0,25.3,5159.0,2891.0,10550206.0,1.3,525432.0,17.31,0.2,50.1,89827.0,71.99,707.0
20,El Salvador,958.520231487609,80.68,36.0,4560352.0,4231096.0,0.25,,1334893.0,4677.0,0.181,5.5,32.41,6518500,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,73.32,0.673
7,Estonia,1431.91998232029,62.9,-39.0,132963.0,55977.0,1.08,714.0,1036839.0,5081.0,0.2015,5.0,67.59,1325188,31033.0,42.7,19452.0,13491.0,29481252.0,0.5,255569.0,4.02,24.5,39.3,,78.74,892.0
8,Estonia,1630.87013792844,46.5,-15.0,795128.0,747421.0,1.15,601.0,2147897.0,7545.0,0.2074,4.8,32.41,1325188,31033.0,42.7,19452.0,13491.0,29481252.0,0.5,255569.0,4.02,24.5,39.3,,78.74,892.0
9,Estonia,6339.11185208301,51.87,-21.0,855589.0,804254.0,1.2,408.0,2905050.0,13862.0,0.5233,1.9,54.63,1325188,31033.0,42.7,19452.0,13491.0,29481252.0,0.5,255569.0,4.02,24.5,39.3,,78.74,892.0
7,Eswatini,221.201820669959,53.18,-29.0,0.0,0.0,1.01,,,,,,75.0,1172369,79492.0,21.5,3163.0,1845.0,7738975.0,,333436.0,3.94,1.7,16.5,24097.0,60.19,611.0
9,Eswatini,684.801829412671,53.14,6.0,73612.0,62552.0,1.24,,,,,,62.96,1172369,79492.0,21.5,3163.0,1845.0,7738975.0,,333436.0,3.94,1.7,16.5,24097.0,60.19,611.0
11,Eswatini,895.832166626393,53.14,23.0,324400.0,293712.0,1.69,,,,,,49.07,1172369,79492.0,21.5,3163.0,1845.0,7738975.0,,333436.0,3.94,1.7,16.5,24097.0,60.19,611.0
3,Ethiopia,1442.39480148577,60.99,-10.0,,,1.23,,757057.0,20153.0,0.0731,13.7,80.56,117876226,104957.0,19.8,3526.0,2063.0,1729927.0,26.7,182634.0,7.47,0.4,8.5,7.96,66.6,485.0
6,Ethiopia,2035.87677267611,59.35,-13.0,0.0,0.0,1.09,,2374204.0,9017.0,256.0,3.9,43.52,117876226,104957.0,19.8,3526.0,2063.0,1729927.0,26.7,182634.0,7.47,0.4,8.5,7.96,66.6,485.0
7,Ethiopia,1324.09712546886,45.77,12.0,2330700.0,2190858.0,1.06,,3239416.0,8430.0,0.1688,5.9,43.52,117876226,104957.0,19.8,3526.0,2063.0,1729927.0,26.7,182634.0,7.47,0.4,8.5,7.96,66.6,485.0
9,Ethiopia,3543.18254055951,40.04,51.0,9452716.0,8885553.0,1.61,,,,0.4132,2.4,40.74,117876226,104957.0,19.8,3526.0,2063.0,1729927.0,26.7,182634.0,7.47,0.4,8.5,7.96,66.6,485.0
11,Fiji,958.869897503833,55.73,-37.0,463120.0,112910.0,1.08,,312913.0,3170.0,,,67.59,902899,49562.0,28.6,6224.0,3284.0,8702975.0,1.4,412.82,14.49,10.2,34.8,,67.44,743.0
13,Fiji,356.005325769267,72.2,-9.0,670740.0,610881.0,1.61,,,,,,90.74,902899,49562.0,28.6,6224.0,3284.0,8702975.0,1.4,412.82,14.49,10.2,34.8,,67.44,743.0
12,Finland,8325.64796130863,48.87,-9.0,4484531.0,4215459.0,1.33,807.0,10179034.0,8875.0,481.0,2.1,24.07,5548361,18136.0,42.8,21228.0,13264.0,40585721.0,,153507.0,5.76,18.3,22.6,,81.91,938.0
5,France,50942.0830667008,75.83,-45.0,,,1.34,25120.0,20674774.0,435976.0,155.0,6.5,78.7,67422000,122578.0,42.0,19718.0,13079.0,38605671.0,,86.06,4.77,30.1,35.6,,82.66,901.0
11,France,342252.589995908,59.79,-18.0,53780140.0,50553332.0,1.13,28515.0,225678397.0,1025505.0,281.0,3.6,66.67,67422000,122578.0,42.0,19718.0,13079.0,38605671.0,,86.06,4.77,30.1,35.6,,82.66,901.0
12,France,135009.986588436,25.72,-10.0,54117354.0,50870313.0,1.11,22113.0,260248604.0,363212.0,0.29,3.4,23.15,67422000,122578.0,42.0,19718.0,13079.0,38605671.0,,86.06,4.77,30.1,35.6,,82.66,901.0
2,Gabon,111.229247288848,86.45,-23.0,,,1.02,,,,,,84.26,2278829,7859.0,23.1,4.45,2976.0,16562413.0,3.4,259967.0,7.2,,,,66.47,703.0
8,Gabon,151.379297741587,57.72,-19.0,0.0,0.0,1.2,,,,,,65.74,2278829,7859.0,23.1,4.45,2976.0,16562413.0,3.4,259967.0,7.2,,,,66.47,703.0
11,Gabon,209.284702802404,74.94,17.0,108742.0,79092.0,1.23,,,,0.0914,10.9,55.56,2278829,7859.0,23.1,4.45,2976.0,16562413.0,3.4,259967.0,7.2,,,,66.47,703.0
12,Gabon,353.687720009763,35.12,31.0,277258.0,198804.0,0.98,,,,0.3104,3.2,41.67,2278829,7859.0,23.1,4.45,2976.0,16562413.0,3.4,259967.0,7.2,,,,66.47,703.0
4,Gambia,101.302731004938,53.98,-9.0,,,1.17,,,,,,77.78,2486937,207566.0,17.5,2339.0,1417.0,1561767.0,10.1,331.43,1.91,0.7,31.2,7876.0,62.05,496.0
8,Gambia,31.6258386022345,42.3,-2.0,0.0,0.0,0.97,,,,,,44.44,2486937,207566.0,17.5,2339.0,1417.0,1561767.0,10.1,331.43,1.91,0.7,31.2,7876.0,62.05,496.0
11,Gambia,92.3923207409935,42.3,18.0,99235.0,78822.0,0.93,,91122.0,,0.2571,3.9,33.33,2486937,207566.0,17.5,2339.0,1417.0,1561767.0,10.1,331.43,1.91,0.7,31.2,7876.0,62.05,496.0
13,Gambia,71.3902030616495,42.3,29.0,290826.0,273376.0,0.48,,,,0.5258,1.9,13.89,2486937,207566.0,17.5,2339.0,1417.0,1561767.0,10.1,331.43,1.91,0.7,31.2,7876.0,62.05,496.0
6,Georgia,4130.87951327374,72.26,-41.0,0.0,0.0,1.09,,,,,,84.26,3979773,65032.0,38.7,14864.0,10244.0,9745079.0,4.2,496218.0,7.11,5.3,55.5,,73.77,812.0
8,Georgia,4678.00829222032,44.3,-6.0,597522.0,245207.0,1.16,,5810351.0,25730.0,0.1109,9.0,50.93,3979773,65032.0,38.7,14864.0,10244.0,9745079.0,4.2,496218.0,7.11,5.3,55.5,,73.77,812.0
10,Georgia,4543.68687366658,36.47,2.0,1063312.0,952831.0,1.08,,8892722.0,37115.0,0.1222,8.2,47.22,3979773,65032.0,38.7,14864.0,10244.0,9745079.0,4.2,496218.0,7.11,5.3,55.5,,73.77,812.0
11,Georgia,19994.2505673656,44.92,-8.0,1534218.0,1226924.0,1.25,,,,0.4579,2.2,50.0,3979773,65032.0,38.7,14864.0,10244.0,9745079.0,4.2,496218.0,7.11,5.3,55.5,,73.77,812.0
6,Germany,23412.550699842,63.34,-42.0,0.0,0.0,1.12,,,,,,82.41,83900471,237016.0,46.6,21453.0,15957.0,45229245.0,,156139.0,8.31,28.2,33.1,,81.33,947.0
10,Germany,56210.6756514232,52.63,-13.0,59907880.0,56313407.0,1.12,,,,,,63.89,83900471,237016.0,46.6,21453.0,15957.0,45229245.0,,156139.0,8.31,28.2,33.1,,81.33,947.0
12,Germany,224727.324874354,43.56,-9.0,63998880.0,60158947.0,1.07,,,,,,48.15,83900471,237016.0,46.6,21453.0,15957.0,45229245.0,,156139.0,8.31,28.2,33.1,,81.33,947.0
3,Ghana,663.753697135426,56.98,-14.0,,,1.06,,382752.0,4017.0,0.2077,4.8,52.78,31732128,126719.0,21.1,3385.0,1948.0,4227.63,12.0,298245.0,4.97,0.3,7.7,41047.0,64.07,611.0
6,Ghana,721.922455779479,67.71,-14.0,0.0,0.0,1.18,,792936.0,4410.0,0.1378,7.3,38.89,31732128,126719.0,21.1,3385.0,1948.0,4227.63,12.0,298245.0,4.97,0.3,7.7,41047.0,64.07,611.0
10,Ghana,508.994375521375,55.94,6.0,865422.0,601632.0,1.08,,1593355.0,5933.0,0.0921,10.9,44.44,31732128,126719.0,21.1,3385.0,1948.0,4227.63,12.0,298245.0,4.97,0.3,7.7,41047.0,64.07,611.0
12,Ghana,967.360650263556,41.92,26.0,5893092.0,2528872.0,1.2,,2132704.0,,0.1852,5.4,51.85,31732128,126719.0,21.1,3385.0,1948.0,4227.63,12.0,298245.0,4.97,0.3,7.7,41047.0,64.07,611.0
9,Greece,30315.3197367958,74.87,-18.0,7515910.0,7064956.0,1.47,,49042127.0,416400.0,0.0918,10.9,77.78,10370747,83479.0,45.3,20396.0,14524.0,24574382.0,1.5,175695.0,4.55,35.3,52.0,,82.24,888.0
1,Guatemala,1122.62861077078,90.6,-51.0,,,1.22,,110271.0,1987.0,0.4777,2.1,96.3,18249868,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,74.3,0.663
10,Guatemala,3693.88143788484,84.77,-10.0,3042945.0,878952.0,1.07,,2110526.0,14258.0,0.3333,3.0,52.78,18249868,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,74.3,0.663
11,Guatemala,3304.03486278191,75.85,10.0,7070363.0,5460442.0,1.08,,3752906.0,15530.0,0.2567,3.9,61.57,18249868,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,74.3,0.663
1,Guinea,76.4227878811428,69.99,-33.0,,,1.28,,,,,,78.7,13497237,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,61.6,0.477
10,Guinea,141.61796044651,62.32,-3.0,0.0,2652.0,1.17,,,,,,63.89,13497237,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,61.6,0.477
11,Guinea,151.471345151376,48.75,18.0,590168.0,342847.0,1.14,,,,,,64.81,13497237,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,61.6,0.477
13,Guinea,232.045932027836,42.2,53.0,2431773.0,1274859.0,1.23,,,,,,65.74,13497237,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,61.6,0.477
2,Guinea-Bissau,47.6687726081091,21.36,-26.0,,,1.19,,,,,,,2015490,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,58.32,0.48
8,Guinea-Bissau,24.6911697385564,58.92,-9.0,0.0,0.0,0.9,,,,,,,2015490,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,58.32,0.48
12,Guinea-Bissau,49.7232567091214,58.92,16.0,28097.0,2772.0,1.07,,,,,,,2015490,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,58.32,0.48
14,Guinea-Bissau,20.2018631692577,58.92,25.0,295788.0,17808.0,0.8,,,,,,,2015490,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,58.32,0.48
15,Guinea-Bissau,43.7749977839651,58.92,31.0,392286.0,23906.0,1.18,,,,,,,2015490,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,58.32,0.48
13,Guyana,225.861373358768,48.39,-13.0,346136.0,177300.0,1.12,,,,0.2649,3.8,78.7,790329,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,69.91,0.682
15,Guyana,852.306826723073,48.39,-6.0,420657.0,303867.0,1.4,,,,0.3029,3.3,77.78,790329,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,69.91,0.682
1,Haiti,166.751829594812,67.64,-33.0,,,1.19,,,,,,80.56,11541683,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,64.0,0.51
7,Haiti,139.747297955298,52.09,-2.0,0.0,0.0,1.21,,,,,,50.93,11541683,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,64.0,0.51
14,Haiti,130.4071869957,43.11,14.0,128809.0,78534.0,0.85,,,,0.3089,3.2,43.52,11541683,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,64.0,0.51
2,Hungary,5228.32511356419,80.31,-15.0,,,1.08,7734.0,1647792.0,8946.0,0.3016,3.3,72.22,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,76.88,0.854
4,Hungary,8381.98164880279,83.51,-22.0,1696110.0,494520.0,1.14,11873.0,3883748.0,19279.0,0.2688,3.7,79.63,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,76.88,0.854
6,Hungary,9575.1718914495,44.25,7.0,6098648.0,5732729.0,1.25,6858.0,7798688.0,52800.0,0.2368,4.2,26.85,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,76.88,0.854
7,Hungary,14834.1078377207,55.19,2.0,6378261.0,5995565.0,1.33,3463.0,,,0.3882,2.6,51.85,9634162,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,76.88,0.854
2,India,90724.6634601957,68.06,-34.0,,,1.07,,56260928.0,1071702.0,0.0864,11.6,85.65,1393409033,450419.0,28.2,5989.0,3414.0,6426674.0,21.2,282.28,10.39,1.9,20.6,59.55,69.66,645.0
3,India,375580.686375817,80.63,-61.0,132304449.0,30448623.0,1.12,,293310779.0,1663742.0,0.2164,4.6,73.61,1393409033,450419.0,28.2,5989.0,3414.0,6426674.0,21.2,282.28,10.39,1.9,20.6,59.55,69.66,645.0
6,India,278279.818415067,64.59,-11.0,877381409.0,667163363.0,1.31,,711538938.0,2182108.0,165.0,6.1,83.8,1393409033,450419.0,28.2,5989.0,3414.0,6426674.0,21.2,282.28,10.39,1.9,20.6,59.55,69.66,645.0
3,Indonesia,12150.0419710932,77.08,-29.0,308003.0,4557.0,1.07,,,,,,64.35,276361788,145725.0,29.3,5319.0,3053.0,11188744.0,5.7,342864.0,6.32,2.8,76.1,64204.0,71.72,718.0
5,Indonesia,44114.445781216,77.48,-35.0,41268627.0,16217855.0,1.19,,15655812.0,188551.0,0.3007,3.3,71.76,276361788,145725.0,29.3,5319.0,3053.0,11188744.0,5.7,342864.0,6.32,2.8,76.1,64204.0,71.72,718.0
6,Indonesia,50882.9729546605,67.14,-13.0,189310749.0,139140467.0,1.28,,53603989.0,307607.0,0.1714,5.8,68.98,276361788,145725.0,29.3,5319.0,3053.0,11188744.0,5.7,342864.0,6.32,2.8,76.1,64204.0,71.72,718.0
5,Iran,13291.8054260676,54.27,-14.0,,,1.07,,5955724.0,42495.0,0.3235,3.1,72.69,85028760,49831.0,32.4,5.44,3182.0,19082.62,0.2,270308.0,9.59,0.8,21.1,,76.68,783.0
8,Iran,22966.2531525373,54.13,-16.0,394431.0,120705.0,1.17,,,,0.2425,4.1,81.48,85028760,49831.0,32.4,5.44,3182.0,19082.62,0.2,270308.0,9.59,0.8,21.1,,76.68,783.0
9,Iran,37462.4072246379,47.65,5.0,14578091.0,3854354.0,1.11,,26984630.0,94633.0,0.3927,2.5,68.06,85028760,49831.0,32.4,5.44,3182.0,19082.62,0.2,270308.0,9.59,0.8,21.1,,76.68,783.0
10,Iran,30903.1802880967,42.42,17.0,61285990.0,54561630.0,1.36,,45505835.0,,0.3433,2.9,62.04,85028760,49831.0,32.4,5.44,3182.0,19082.62,0.2,270308.0,9.59,0.8,21.1,,76.68,783.0
5,Iraq,4264.47142893571,43.49,-8.0,,,1.04,,2141885.0,20581.0,0.207,4.8,61.11,41179351,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,70.6,0.674
7,Iraq,7506.90002464959,36.88,4.0,197914.0,42216.0,1.04,,8732638.0,42111.0,0.1747,5.7,73.15,41179351,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,70.6,0.674
9,Iraq,11082.5481025277,35.57,38.0,1795003.0,1023856.0,1.14,,13076929.0,43110.0,0.2296,4.4,75.93,41179351,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,70.6,0.674
10,Iraq,6618.72951382016,27.14,56.0,9234779.0,6294513.0,1.32,,,,0.2697,3.7,64.81,41179351,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,70.6,0.674
3,Ireland,4824.99138114221,74.06,-62.0,40097.0,59.0,1.61,1153.0,2576566.0,27319.0,0.22,4.5,87.96,4982904,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,82.3,0.955
10,Ireland,19536.7540844862,65.23,-30.0,3967484.0,3729435.0,1.28,936.0,10313093.0,42441.0,0.5,2.0,50.0,4982904,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,82.3,0.955
6,Israel,72282.2440042596,59.39,-24.0,6736955.0,6077261.0,1.33,3313.0,41669064.0,391266.0,0.2,5.0,56.48,9291000,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,82.97,0.919
2,Italy,33807.3852112154,92.76,-40.0,,,1.12,33043.0,18200508.0,234672.0,0.1629,6.1,82.41,60367471,205859.0,47.9,23021.0,16.24,35220084.0,2.0,113151.0,4.78,19.8,27.8,,83.51,892.0
6,Italy,174302.665690802,83.66,-22.0,49685652.0,45349922.0,1.16,20047.0,154869351.0,1217830.0,0.1646,6.1,73.15,60367471,205859.0,47.9,23021.0,16.24,35220084.0,2.0,113151.0,4.78,19.8,27.8,,83.51,892.0
5,Jamaica,155.751892736627,74.87,-27.0,,,1.13,,73475.0,577.0,0.2404,4.2,75.0,2973462,266879.0,31.4,9684.0,6.39,8193571.0,,206537.0,11.28,5.3,28.6,66425.0,74.47,734.0
8,Jamaica,619.771282130987,75.84,-29.0,12099.0,0.0,1.15,,,,0.2772,3.6,71.3,2973462,266879.0,31.4,9684.0,6.39,8193571.0,,206537.0,11.28,5.3,28.6,66425.0,74.47,734.0
9,Jamaica,675.466047310219,77.03,-7.0,411755.0,145171.0,1.11,,550980.0,1685.0,0.3681,2.7,74.07,2973462,266879.0,31.4,9684.0,6.39,8193571.0,,206537.0,11.28,5.3,28.6,66425.0,74.47,734.0
