location,n_pico,peak_date,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Jordan,7,2021-03-28,"92,70548957","71,49",-12,287030,92486,JOR,Asia,589316,"7694,429",6554,"96,857","57387,743","699,482","749,285","638,23","7,985","9,432","0,95",,,,,,,,,5776686,43615,"562,535","4,247",42698,"4,158","0,1802","5,5",tests performed,,,,,,15267,,,,,1487,11107,"0,108","81,48",10269022,"109,285","23,2","3,81","2,361","8337,49","0,1","208,257","11,75",,,,"1,4","74,53","0,729",,,,
Jordan,9,2021-12-21,"35,50899467","49,29",26,4291210,3879646,JOR,Asia,1043266,"3367,857",12300,36,"101593,511","294,381","327,963","1197,777","3,116","3,506","0,84",,,,,,,,,,,,,45552,"4,436","0,0739","13,5",tests performed,,,,,,11897,,,,,1159,5891,"0,057","34,26",10269022,"109,285","23,2","3,81","2,361","8337,49","0,1","208,257","11,75",,,,"1,4","74,53","0,729",,,,
Kenya,4,2020-08-01,"9,944800697","64,92",-17,,,KEN,Africa,21363,"674,286",364,"12,286","388,519","13,222","12,263","6,62","0,418","0,223","1,12",,,,,,,,,310330,6371,"5,644","0,116",5675,"0,103","0,1188","8,4",tests performed,,,,,,,,,,,,,,"75,93",54985702,"87,324",20,"2,686","1,528","2993,028","36,8","218,637","2,92","1,2","20,4","24,651","1,4","66,7","0,601",,,,
Kenya,7,2020-11-12,"18,48232818","60,2",2,,,KEN,Africa,66723,"1018,286",1203,"18,714","1213,461","16,713","18,519","21,878","0,418","0,34","1,07",,,,,,,,,,,,,6253,"0,114","0,1628","6,1",tests performed,,,,,,,,,,,,,,"51,85",54985702,"87,324",20,"2,686","1,528","2993,028","36,8","218,637","2,92","1,2","20,4","24,651","1,4","66,7","0,601",,,,
Kenya,12,2021-04-26,"20,08374305","66,3",2,823764,116,KEN,Africa,156981,"726,714",2643,"20,286","2854,942","3,528","13,216","48,067","0,382","0,369","0,82",,,,,,,,,1645209,,"29,921",,6377,"0,116","0,114","8,8",tests performed,,,,,,16117,,,,,293,16117,"0,029","71,76",54985702,"87,324",20,"2,686","1,528","2993,028","36,8","218,637","2,92","1,2","20,4","24,651","1,4","66,7","0,601",,,,
Kenya,15,2021-08-09,"26,22432951","67,97",30,1105470,698905,KEN,Africa,212573,1186,4179,"29,857","3865,969","13,549","21,569","76,002","0,546","0,543","1,19",,,,,,,,,,,,,5431,"0,099","0,2184","4,6",tests performed,1804375,1105470,698905,,,11063,"3,28","2,01","1,27",,201,5853,"0,011","72,22",54985702,"87,324",20,"2,686","1,528","2993,028","36,8","218,637","2,92","1,2","20,4","24,651","1,4","66,7","0,601",,,,
Kenya,18,2022-01-11,"7,522538592","51,46",39,6186823,4583839,KEN,Africa,313677,1649,5462,"8,714","5704,701","20,096","29,99","99,335","0,145","0,158","0,63",,,,,,,,,,,,,7836,"0,143","0,2104","4,8",tests performed,10779531,,4583839,67002,83510,66989,"19,6",,"8,34","0,12",1218,10694,"0,019","55,56",54985702,"87,324",20,"2,686","1,528","2993,028","36,8","218,637","2,92","1,2","20,4","24,651","1,4","66,7","0,601",,,,
Kuwait,1,2020-05-28,"7,430203402","73,51",-89,,,KWT,Asia,24112,"786,143",185,8,"5570,453","195,215","181,618","42,739","2,31","1,848","1,02",,,,,,,,,282341,3396,"65,228","0,785",3039,"0,702","0,2587","3,9",tests performed,,,,,,,,,,,,,,100,4328553,"232,128","33,7","2,345","1,114","65530,537",,"132,235","15,84","2,7",37,,2,"75,49","0,806",,,,
Kuwait,4,2020-10-19,"6,135819259","74,19",21,,,KWT,Asia,116832,"705,571",710,"6,571","26991,006","158,483","163,004","164,027","2,079","1,518","1,1",,,,,,,,,834167,6002,"192,713","1,387",6495,"1,501","0,1086","9,2",tests performed,,,,,,,,,,,,,,"71,3",4328553,"232,128","33,7","2,345","1,114","65530,537",,"132,235","15,84","2,7",37,,2,"75,49","0,806",,,,
Kuwait,7,2021-03-31,"8,800543505","75,55",7,449792,359857,KWT,Asia,232103,"1294,429",1313,"8,143","53621,383","296,173","299,044","303,335","1,155","1,881",1,,,,,,,,,2056468,9175,"475,094","2,12",8830,"2,04","0,1466","6,8",tests performed,,,,,,10467,,,,,2418,11926,"0,276","70,37",4328553,"232,128","33,7","2,345","1,114","65530,537",,"132,235","15,84","2,7",37,,2,"75,49","0,806",,,,
Kuwait,9,2021-07-11,"14,01873855","74,07",16,1791328,1042884,KWT,Asia,375594,"1703,143",2117,"14,286","86771,261","344,226","393,467","489,078","3,927","3,3","0,93",,,,,,,,,3136127,12501,"724,521","2,888",14571,"3,366","0,1169","8,6",tests performed,,,,,,6967,,,,,1610,12350,"0,285","60,19",4328553,"232,128","33,7","2,345","1,114","65530,537",,"132,235","15,84","2,7",37,,2,"75,49","0,806",,,,
Latvia,7,2021-01-07,"20,77146184","66,41",-41,5542,6,LVA,Europe,46545,"805,857",790,"22,143","24931,251","735,966","431,647","423,154","19,283","11,861","1,07",,,1110,"594,558",,,,,934742,13525,"500,683","7,244",8247,"4,417","0,0977","10,2",tests performed,5554,5544,7,4,814,460,"0,3","0,3",0,0,246,459,"0,025","57,41",1866934,"31,212","43,9","19,754","14,136","25063,846","0,7","350,06","4,91","25,6",51,,"5,57","75,29","0,866",,,,
Latvia,12,2021-11-08,"34,95442982","57,14",-35,1212973,1073545,LVA,Europe,232247,"1762,286",3515,"35,143","124400,22","226,575","943,946","1882,766","8,57","18,824","0,82",,,1369,"733,288",,,,,5050572,5419,"2705,276","2,903",19831,"10,622","0,0889","11,3",tests performed,2058842,1208211,1073647,21046,13255,12582,"110,28","64,72","57,51","1,13",6739,5716,"0,306","70,37",1866934,"31,212","43,9","19,754","14,136","25063,846","0,7","350,06","4,91","25,6",51,,"5,57","75,29","0,866",,,,
Latvia,15,2022-02-28,"16,78743429","36,54",-24,1346400,1265616,LVA,Europe,653120,9051,5239,18,"349835,613","1936,865","4848,056","2806,205","4,821","9,641","0,92",,,1201,"643,301",,,,,6659486,7649,"3567,071","4,097",19438,"10,412","0,4656","2,1",tests performed,2852958,1341663,1298937,497488,1290,1420,"152,82","71,86","69,58","26,65",761,86,"0,005","51,85",1866934,"31,212","43,9","19,754","14,136","25063,846","0,7","350,06","4,91","25,6",51,,"5,57","75,29","0,866",,,,
Libya,9,2021-03-20,"17,7456757","39,45",24,0,0,LBY,Africa,150341,"956,857",2487,"19,857","21605,257",0,"137,508","357,403",0,"2,854","1,05",,,,,,,,,,,,,,,,,samples tested,,,,,,,,,,,,,,"55,56",6958538,"3,623",29,"4,424","2,816","17881,509",,"341,862","10,43",,,,"3,7","72,91","0,724",,,,
Libya,12,2021-08-06,"25,19118006","43,73",24,706636,46972,LBY,Africa,264827,"2244,714",3689,"25,714","38057,851","270,028","322,584","530,14","3,736","3,695","1,01",,,,,,,,,,,,,,,,,samples tested,,,,,,21443,,,,,3082,16182,"0,233","59,26",6958538,"3,623",29,"4,424","2,816","17881,509",,"341,862","10,43",,,,"3,7","72,91","0,724",,,,
Lithuania,6,2020-12-29,"44,30944468","70,72",-53,8194,104,LTU,Europe,135503,2631,1695,"42,857","50375,447","783,683","978,117","630,144","15,986","15,933","0,94",,,,,,,,,1614285,15267,"600,137","5,676",9961,"3,703","0,254","3,9",tests performed,8194,8194,,,2980,2888,"0,3","0,3",,,1074,2888,"0,107","76,85",2689862,"45,135","43,5","19,002","13,778","29524,265","0,7","342,989","3,67","21,3",38,,"6,56","75,93","0,882",,,,
Lithuania,10,2021-11-01,"33,85080682","50,96",-18,1820694,1711453,LTU,Europe,410580,"2935,571",5913,36,"152639,801","693,344","1091,346","2198,254","14,871","13,384",1,,,,,,,,,5873116,9184,"2183,427","3,414",19675,"7,315","0,164","6,1",tests performed,3396797,1812330,1725808,85796,188,5268,"126,28","67,38","64,16","3,19",1958,1921,"0,071",50,2689862,"45,135","43,5","19,002","13,778","29524,265","0,7","342,989","3,67","21,3",38,,"6,56","75,93","0,882",,,,
Luxembourg,4,2020-12-11,"6,407641131","70,29",-32,0,0,LUX,Europe,40755,534,392,"6,714","64199,907","1131,04","841,191","617,504","12,602","10,577","1,05",47,"74,037",221,"348,133",,,,,1483792,12682,"2337,365","19,978",10319,"16,255","0,048","20,8",tests performed,,,,,,,,,,,,,,"60,19",634814,"231,447","39,7","14,312","9,842","94277,965","0,2","128,275","4,42","20,9",26,,"4,51","82,25","0,916",,,,
Madagascar,2,2020-08-02,"4,236162532","83,11",-13,,,MDG,Africa,11528,319,114,"4,143","405,525","8,97","11,222","4,01","0,246","0,146","0,96",,,,,,,,,,,,,753,"0,026","0,4236","2,4",tests performed,,,,,,,,,,,,,,"68,98",28427333,"43,951","19,6","2,929","1,686","1416,44","77,6","405,994","3,94",,,"50,54","0,2","67,04","0,528",,,,
Madagascar,10,2021-04-29,"8,507116204","82,95",-2,0,0,MDG,Africa,36696,"375,286",637,"8,286","1290,87","6,543","13,202","22,408","0,211","0,291","0,85",,,,,,,,,182972,1334,"6,436","0,047",1238,"0,044","0,3031","3,3",tests performed,,,,,,,,,,,,,,"81,48",28427333,"43,951","19,6","2,929","1,686","1416,44","77,6","405,994","3,94",,,"50,54","0,2","67,04","0,528",,,,
Madagascar,16,2022-01-10,"7,944172921","62,41",18,851778,792828,MDG,Africa,54101,546,1117,"12,857","1903,133",0,"19,207","39,293",0,"0,452","0,75",,,,,,,,,,,,,1494,"0,053","0,3655","2,7",tests performed,,,,,,6275,,,,,221,5892,"0,021","47,69",28427333,"43,951","19,6","2,929","1,686","1416,44","77,6","405,994","3,94",,,"50,54","0,2","67,04","0,528",,,,
Malawi,3,2020-07-25,"4,352245117","62,83",-13,,,MWI,Africa,3453,"91,857",87,"4,571","175,746",0,"4,675","4,428",0,"0,233","1,04",,,,,,,,,26602,389,"1,354","0,02",410,"0,021","0,224","4,5",tests performed,,,,,,,,,,,,,,"60,19",19647681,"197,519","18,1","2,979","1,783","1095,042","71,4","227,349","3,94","4,4","24,7","8,704","1,3","64,26","0,483",,,,
Malawi,7,2021-01-27,"26,65926491","76,44",-25,0,0,MWI,Africa,21660,"972,714",555,"28,857","1102,42","42,244","49,508","28,248","0,763","1,469","1,12",,,,,,,,,132915,,"6,765",,2883,"0,147","0,3374",3,tests performed,,,,,,,,,,,,,,"51,85",19647681,"197,519","18,1","2,979","1,783","1095,042","71,4","227,349","3,94","4,4","24,7","8,704","1,3","64,26","0,483",,,,
Malawi,10,2021-07-31,"23,94180025","68,45",-1,453729,138134,MWI,Africa,52347,"611,571",1635,"25,286","2664,284","27,382","31,127","83,216","1,069","1,287","0,95",,,,,,,,,,,,,1138,"0,058","0,5374","1,9",tests performed,591863,453729,138134,,11306,20789,"3,01","2,31","0,7",,1058,9080,"0,046","42,59",19647681,"197,519","18,1","2,979","1,783","1095,042","71,4","227,349","3,94","4,4","24,7","8,704","1,3","64,26","0,483",,,,
Malawi,13,2022-01-17,"7,343150267","67,9",20,1505969,759701,MWI,Africa,82792,"360,429",2474,"7,714","4213,831","3,715","18,345","125,918","0,407","0,393","0,62",,,,,,,,,,,,,1248,"0,064","0,2888","3,5",tests performed,,,,,,2264,,,,,115,97,0,"36,11",19647681,"197,519","18,1","2,979","1,783","1095,042","71,4","227,349","3,94","4,4","24,7","8,704","1,3","64,26","0,483",,,,
Malaysia,9,2021-09-13,"369,2078349","84,76",-30,22149191,17881469,MYS,Asia,1995771,"19083,429",21124,"376,143","60890,869","490,386","582,234","644,492","12,601","11,476","0,93",1194,"36,429",11252,"343,298",,,14041,"428,39",28199647,135262,"860,37","4,127",136716,"4,171","0,1396","7,2",people tested,39908005,22111874,17883659,188,251872,309383,"121,76","67,46","54,56",0,9439,120222,"0,367","64,81",32776195,"96,254","29,9","6,293","3,407","26808,164","0,1","260,942","16,74",1,"42,4",,"1,9","76,16","0,81",,,,
Malaysia,10,2022-03-12,"81,6094873","76,3",-7,27343014,25702433,MYS,Asia,3801036,"29409,143",33720,"78,143","115969,41","800,886","897,271","1028,795","2,349","2,384","0,97",367,"11,197",7545,"230,198",,,13519,"412,464",53630178,166782,"1636,254","5,089",211184,"6,443","0,1393","7,2",people tested,68171081,27307839,25778625,15293774,48787,62084,"207,99","83,32","78,65","46,66",1894,21892,"0,067","54,17",32776195,"96,254","29,9","6,293","3,407","26808,164","0,1","260,942","16,74",1,"42,4",,"1,9","76,16","0,81",,,,
Maldives,13,2021-05-23,"4,32318531","71,91",-36,310904,158075,MDV,Asia,55924,"1628,714",129,"4,571","102873,331","2867,812","2996,053","237,298","11,037","8,409","1,09",,,,,,,,,839311,5834,"1543,93","10,732",5386,"9,908","0,3024","3,3",samples tested,464505,306430,158075,,2653,2257,"85,45","56,37","29,08",,4152,442,"0,081",,543620,"1454,433","30,6","4,12","2,875","15183,616",,"164,905","9,19","2,1",55,"95,803",,"78,92","0,74",,,,
Mali,1,2020-05-21,"1,926955848","43,97",-16,,,MLI,Africa,947,24,60,2,"45,407","0,767","1,151","2,877","0,24","0,096","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,48",20855724,"15,196","16,4","2,519","1,486","2014,306",,"268,024","2,42","1,6",23,"52,232","0,1","59,31","0,434",,,,
Mali,7,2020-12-25,"4,090970356","49,6",-8,0,0,MLI,Africa,6488,"52,571",245,"4,286","311,09","2,254","2,521","11,747","0,479","0,205","1,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,26",20855724,"15,196","16,4","2,519","1,486","2014,306",,"268,024","2,42","1,6",23,"52,232","0,1","59,31","0,434",,,,
Mali,9,2021-04-21,"4,09714854","53,94",-9,42618,5910,MLI,Africa,13336,"124,143",451,"4,571","639,441","4,315","5,952","21,625","0,336","0,219","0,79",,,,,,,,,,,,,,,,,,,,,,,1821,,,,,87,1821,"0,009","48,15",20855724,"15,196","16,4","2,519","1,486","2014,306",,"268,024","2,42","1,6",23,"52,232","0,1","59,31","0,434",,,,
Mali,18,2022-01-17,"2,263638936","45,46",34,1006045,594667,MLI,Africa,28755,392,692,"2,429","1378,758","8,151","18,796","33,18","0,048","0,116","0,81",,,,,,,,,,,,,,,,,,,,,,,2205,,,,,106,5634,"0,027","40,74",20855724,"15,196","16,4","2,519","1,486","2014,306",,"268,024","2,42","1,6",23,"52,232","0,1","59,31","0,434",,,,
Malta,7,2020-11-28,"2,8978329","79,41",-19,,,MLT,Europe,9609,"112,429",132,3,"18618,485","209,262","217,843","255,764","7,75","5,813","0,97",,,76,"147,258",,,,,421890,2870,"817,458","5,561",2855,"5,532","0,0394","25,4",tests performed,,,,,,,,,,,,,,"52,78",516100,"1454,037","42,4","19,426","11,324","36513,323","0,2","168,711","8,83","20,9","30,2",,"4,485","82,53","0,895",,,,
Malta,10,2021-03-14,"2,747597879","73,29",-37,82671,39695,MLT,Europe,26535,"305,286",351,"2,429","51414,455","519,279","591,524","680,101","1,938","4,706","0,99",9,"17,438",127,"246,076",14,"27,127",67,"129,82",755060,4305,"1463,011","8,341",4286,"8,305","0,0712",14,tests performed,122366,82671,39695,,2293,3500,"23,71","16,02","7,69",,6782,2524,"0,489","67,59",516100,"1454,037","42,4","19,426","11,324","36513,323","0,2","168,711","8,83","20,9","30,2",,"4,485","82,53","0,895","276,4","5,73","22,24","535,555125"
Malta,18,2022-01-21,"3,067837381","37,23",-9,413267,388471,MLT,Europe,65311,"343,571",521,"2,857","126547,181","592,908","665,707","1009,494","1,938","5,536","0,63",,,99,"191,823",,,,,1656696,3717,"3210,029","7,202",3816,"7,394","0,09","11,1",tests performed,1191768,460002,444336,,3618,3764,"230,92","89,13","86,09",,7293,674,"0,131","56,48",516100,"1454,037","42,4","19,426","11,324","36513,323","0,2","168,711","8,83","20,9","30,2",,"4,485","82,53","0,895",,,,
Malta,20,2022-04-08,"2,330934754","41,3",4,413267,388471,MLT,Europe,85057,"694,143",656,"2,571","164807,208","1276,884","1344,977","1271,071","7,75","4,982","1,06",,,,,,,,,1832027,3672,"3549,752","7,115",3447,"6,679","0,2014",5,tests performed,1259155,474408,467095,,322,276,"243,98","91,92","90,5",,535,66,"0,013","52,78",516100,"1454,037","42,4","19,426","11,324","36513,323","0,2","168,711","8,83","20,9","30,2",,"4,485","82,53","0,895",,,,
Mauritania,2,2020-06-09,"4,340578452","44,21",-14,,,MRT,Africa,1162,"70,571",61,"4,286","243,345","12,146","14,779","12,775","0,419","0,898","1,46",,,,,,,,,12353,,"2,587",,402,"0,084","0,1755","5,7",tests performed,,,,,,,,,,,,,,"77,78",4775110,"4,289","20,3","3,138","1,792","3597,633",6,"232,347","2,42",,,"15,95",,"64,92","0,546",,,,
Mauritania,7,2020-12-19,"6,879539988","39,23",1,0,0,MRT,Africa,12278,214,273,"7,286","2571,25","48,585","44,816","57,171","1,885","1,526","1,06",,,,,,,,,,,,,1508,"0,316","0,1419",7,tests performed,,,,,,,,,,,,,,"59,26",4775110,"4,289","20,3","3,138","1,792","3597,633",6,"232,347","2,42",,,"15,95",,"64,92","0,546",,,,
Mauritania,12,2021-08-08,"5,278131197","26,43",18,213148,20286,MRT,Africa,28197,"317,714",605,"5,429","5904,995","50,261","66,535","126,699","1,257","1,137","1,05",,,,,,,,,,,,,1786,"0,374","0,1779","5,6",tests performed,,,,,,3474,,,,,728,3028,"0,063","36,11",4775110,"4,289","20,3","3,138","1,792","3597,633",6,"232,347","2,42",,,"15,95",,"64,92","0,546",,,,
Mauritania,15,2022-01-24,"3,167987585","25,75",32,1274580,843839,MRT,Africa,57480,"297,857",932,"3,286","12037,419","20,104","62,377","195,179","1,047","0,688","0,4",,,,,,,,,811083,,"169,856",,4450,"0,932","0,0669","14,9",tests performed,,1462711,975826,,,1866,,"30,63","20,44",,391,2530,"0,053","39,81",4775110,"4,289","20,3","3,138","1,792","3597,633",6,"232,347","2,42",,,"15,95",,"64,92","0,546",,,,
Mexico,1,2020-06-23,"672,2294938","75,15",-38,,,MEX,North America,191410,5221,23377,"723,857","1469,421","48,272","40,081","179,461","6,088","5,557","1,12",,,,,,,,,535884,12953,"4,114","0,099",10382,"0,08","0,529","1,9",people tested,,,,,,,,,,,,,,"70,83",130262220,"66,444","29,3","6,857","4,321","17336,469","2,5","152,783","13,06","6,9","21,4","87,847","1,38","75,05","0,779",,,,
Mexico,4,2021-01-24,"1223,325024","85,86",-36,604441,25185,MEX,North America,1763219,"17398,714",149614,"1272,857","13535,92","83,462","133,567","1148,56","4,069","9,771","1,02",,,,,,,,,4285110,9617,"32,896","0,074",38774,"0,298","0,38","2,6",people tested,629626,604441,25185,,10858,22498,"0,48","0,46","0,02",,173,19390,"0,015","71,76",130262220,"66,444","29,3","6,857","4,321","17336,469","2,5","152,783","13,06","6,9","21,4","87,847","1,38","75,05","0,779","386596,5","46,97","167,38","2967,832884"
Mexico,8,2021-08-28,"710,6604974","81,73",-2,57631954,33220439,MEX,North America,3328863,"15921,143",257906,"711,286","25555,092","134,698","122,224","1979,899","5,804","5,46","0,94",,,,,,,,,9515560,17863,"73,049","0,137",38085,"0,292","0,384","2,6",people tested,84026447,57343646,33220439,,592870,517469,"64,51","44,02","25,5",,3973,168325,"0,129","67,13",130262220,"66,444","29,3","6,857","4,321","17336,469","2,5","152,783","13,06","6,9","21,4","87,847","1,38","75,05","0,779",,,,
Mexico,11,2022-02-06,"467,9195112","79,6",11,84182076,77601746,MEX,North America,5151525,"31636,571",309546,"521,857","39547,345","78,565","242,868","2376,33","0,99","4,006","0,92",,,,,,,,,14375350,11183,"110,357","0,086",35782,"0,275","0,598","1,7",people tested,169627892,83893768,77601746,,,583427,"130,22","64,4","59,57",,4479,40173,"0,031","61,57",130262220,"66,444","29,3","6,857","4,321","17336,469","2,5","152,783","13,06","6,9","21,4","87,847","1,38","75,05","0,779","655022,5","40,1","67,95","5028,491761"
Moldova,7,2021-03-31,"41,31381968","67,51",-29,146088,137323,MDA,Europe,230241,"1464,714",4960,"42,714","57216,593","464,957","363,992","1232,597","11,183","10,615","0,9",,,,,,,,,,6841,,"1,7",5263,"1,308","0,2783","3,6",tests performed,40321,40321,,,,2410,1,1,,,599,2410,"0,06","65,74",4024025,"123,655","37,6","10,864","6,955","5189,972","0,2","408,502","5,72","5,9","44,6","86,979","5,8","71,9","0,75","7931,7","17,43","56,46","1971,086164"
Moldova,10,2021-11-12,"52,26060934","61,67",-11,663942,624106,MDA,Europe,351940,"1053,857",8391,"54,857","87459,695","308,895","261,891","2085,226","16,899","13,632","0,84",,,,,,,,,,7877,,"1,957",6614,"1,644","0,1593","6,3",tests performed,,,,,,2909,,,,,723,3062,"0,076","46,3",4024025,"123,655","37,6","10,864","6,955","5189,972","0,2","408,502","5,72","5,9","44,6","86,979","5,8","71,9","0,75",,,,
Moldova,11,2022-02-12,"23,18918381","58,69",-11,715831,672881,MDA,Europe,482842,"2658,286",10924,"24,143","119989,811","634,439","660,604","2714,695","7,704",6,"0,82",,,,,,,,,,,,,,,,,tests performed,1996925,,1021848,,,4817,"49,63",,"25,39",,1197,1097,"0,027","47,22",4024025,"123,655","37,6","10,864","6,955","5189,972","0,2","408,502","5,72","5,9","44,6","86,979","5,8","71,9","0,75",,,,
Mongolia,4,2021-06-27,"12,43852598","52,6",20,1985431,1726339,MNG,Asia,109694,"2306,143",533,"13,857","32948,245","730,488","692,685","160,095","4,505","4,162","1,05",,,,,,,,,3227599,10439,"969,458","3,136",11964,"3,594","0,1928","5,2",samples tested,3682742,1956403,1726339,,,10609,"110,62","58,76","51,85",,3187,6310,"0,19","59,26",3329282,"1,98","28,6","4,031","2,421","11840,846","0,5","460,043","4,82","5,5","46,5","71,18",7,"69,87","0,737",,,,
Mongolia,5,2021-09-30,"16,21731956","51,39",62,2280420,2129876,MNG,Asia,382497,6929,1277,"16,857","114888,736","2292,687","2081,23","383,566",0,"5,063","1,08",,,,,,,,,4001638,11384,"1201,952","3,419",9620,"2,89","0,7203","1,4",samples tested,4381268,2251392,2129876,,1093,865,"131,6","67,62","63,97",,260,221,"0,007","37,04",3329282,"1,98","28,6","4,031","2,421","11840,846","0,5","460,043","4,82","5,5","46,5","71,18",7,"69,87","0,737","-830,1","-2,71","36,68","-249,3330394"
Montenegro,8,2020-11-18,"7,115351597","38,76",-31,,,MNE,Europe,29031,"595,143",414,"8,286","46223,953","1017,433","947,603","659,182","14,33","13,193",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628051,"46,28","39,1","14,762","9,395","16409,288",1,"387,305","10,08",44,"47,9",,"3,861","76,88","0,829",,,,
Montenegro,9,2021-03-11,"9,242916278","74,59",-27,3296,211,MNE,Europe,82029,567,1113,"10,571","130608,82","910,754","902,793","1772,149","20,699","16,832","1,01",,,,,,,,,,,,,,,,,,,,,,,172,,,,,274,172,"0,027",,628051,"46,28","39,1","14,762","9,395","16409,288",1,"387,305","10,08",44,"47,9",,"3,861","76,88","0,829",,,,
Montenegro,14,2021-11-09,"7,317923897","40,05",-7,262450,246703,MNE,Europe,149729,"630,714",2169,8,"238402,614","1165,51","1004,241","3453,541","9,553","12,738","1,01",,,,,,,,,,,,,,,,,,508470,261599,246871,,1388,931,"80,96","41,65","39,31",,1482,518,"0,082",,628051,"46,28","39,1","14,762","9,395","16409,288",1,"387,305","10,08",44,"47,9",,"3,861","76,88","0,829",,,,
Morocco,4,2020-11-17,"74,41499594","53,11",-21,,,MAR,Africa,301604,"5205,571",4932,"72,429","8076,201",145,"139,392","132,067","2,196","1,939",1,,,,,,,,,3688225,23563,"98,761","0,631",22404,"0,6","0,2324","4,3",people tested,,,,,,,,,,,,,,"66,2",37344787,"80,08","29,6","6,769","4,209","7485,013",1,"419,146","7,14","0,8","47,1",,"1,1","76,68","0,686",,,,
Morocco,7,2021-08-19,"103,3698313","51,5",-2,17168272,12699602,MAR,Africa,791559,"8639,286",11472,"108,714","21195,97","253,369","231,338","307,191","3,401","2,911","0,91",,,,,,,,,7735577,44125,"207,139","1,182",40221,"1,077","0,2148","4,7",people tested,29856013,17156411,12699602,,552593,360265,"79,95","45,94","34,01",,9647,160204,"0,429","59,26",37344787,"80,08","29,6","6,769","4,209","7485,013",1,"419,146","7,14","0,8","47,1",,"1,1","76,68","0,686",,,,
Morocco,8,2022-01-31,"32,15542965","32,51",1,24768302,23177000,MAR,Africa,1132716,"4507,571",15400,"33,286","30331,302","35,373","120,701","412,373","1,018","0,891","0,64",,,,,,,,,10623022,,"284,458",,21078,"0,564","0,2139","4,7",people tested,,,,,,42672,,,,,1143,2514,"0,007","68,52",37344787,"80,08","29,6","6,769","4,209","7485,013",1,"419,146","7,14","0,8","47,1",,"1,1","76,68","0,686",,,,
Mozambique,8,2021-01-26,"12,38137414","72,77",-28,0,0,MOZ,Africa,34055,"826,429",329,,"1058,824","39,611","25,695","10,229",,,"1,21",,,,,,,,,328890,2980,"10,226","0,093",2854,"0,089","0,2896","3,5",tests performed,,,,,,,,,,,,,,"59,26",32163045,"37,728","17,7","3,158","1,87","1136,103","62,9","329,942","3,3","5,1","29,1","12,227","0,7","60,85","0,456",,,,
Mozambique,11,2021-07-27,"23,88270194","82,74",1,374854,319153,MOZ,Africa,113426,1631,1341,"26,143","3526,594","52,949","50,71","41,694","1,057","0,813","1,11",,,,,,,,,712961,5650,"22,167","0,176",5111,"0,159","0,3191","3,1",tests performed,,,,,,3231,,,,,100,396,"0,001","56,48",32163045,"37,728","17,7","3,158","1,87","1136,103","62,9","329,942","3,3","5,1","29,1","12,227","0,7","60,85","0,456",,,,
Mozambique,14,2022-01-05,"8,080205891","69,88",8,8949290,6431254,MOZ,Africa,199940,"2952,571",2050,"8,857","6216,451","111,743","91,8","63,738","0,249","0,275","1,12",,,,,,,,,,,,,5592,"0,174","0,528","1,9",tests performed,,,,,,104342,,,,,3244,49118,"0,153","37,04",32163045,"37,728","17,7","3,158","1,87","1136,103","62,9","329,942","3,3","5,1","29,1","12,227","0,7","60,85","0,456",,,,
Myanmar,7,2021-07-29,"335,5924111","80,45",-76,3675425,1716316,MMR,Asia,289333,"5138,429",8552,"345,571","5279,22","95,5","93,757","156,041","6,24","6,305","0,99",,,,,,,,,3131511,15060,"57,138","0,275",13691,"0,25","0,3753","2,7",samples tested,,,,,,53994,,,,,985,33975,"0,062","66,2",54806014,"81,721","29,1","5,732","3,12","5591,597","6,4","202,104","4,61","6,3","35,2","79,287","0,9","67,13","0,583",,,,
