location,n_pico,peak_date,peak_magnitude,mask_use,mobility,vaccination_1_dose,vaccination_full,iso_code,continent,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Namibia,7,2021-07-14,"60,27555452","67,18",-19,133863,32753,NAM,Africa,108785,"1282,429",2240,"71,143","42045,047","282,143","495,654","865,753","57,975","27,496","0,85",,,,,,,,,578566,2384,"223,614","0,921",3154,"1,219","0,4066","2,5",tests performed,166616,133863,32753,,1999,1694,"6,44","5,17","1,27",,655,949,"0,037","78,7",2587344,"3,078",22,"3,552","2,085","9541,808","13,4","243,811","3,94","9,7","34,2","44,6",,"63,71","0,646",,,,
Namibia,10,2022-01-15,"13,39970105","67,18",11,413893,351511,NAM,Africa,154261,"329,143",3814,"15,571","59621,372","112,857","127,213","1474,099","3,865","6,018","0,69",,,,,,,,,901517,1282,"348,433","0,495",1820,"0,703","0,1808","5,5",tests performed,,,,,,908,,,,,351,631,"0,024","28,7",2587344,"3,078",22,"3,552","2,085","9541,808","13,4","243,811","3,94","9,7","34,2","44,6",,"63,71","0,646",,,,
Nepal,7,2021-02-25,"57,96757911","56,41",-3,624067,91453,NPL,Asia,273872,"100,857",2685,"89,571","9229,073","3,774","3,399","90,48","0,034","3,018","0,91",,,,,,,,,2153636,3411,"72,574","0,115",3187,"0,107","0,032","31,2",samples tested,,,,,,36039,,,,,1214,36039,"0,121","52,78",29674920,"204,43",25,"5,809","3,212","2442,804",15,"260,797","7,26","9,5","37,8","47,782","0,3","70,78","0,602",,,,
Nepal,8,2021-05-18,"176,1381895","74,37",-69,2113080,426510,NPL,Asia,472354,"8463,286",5411,"189,571","15917,617","274,171","285,2","182,343","6,605","6,388","1,02",,,,,,,,,2812959,20286,"94,792","0,684",20033,"0,675","0,422","2,4",samples tested,2539590,2113080,426510,,,7825,"8,56","7,12","1,44",,264,1961,"0,007","94,44",29674920,"204,43",25,"5,809","3,212","2442,804",15,"260,797","7,26","9,5","37,8","47,782","0,3","70,78","0,602",,,,
Netherlands,1,2020-04-07,"139,4137987","0,82",-49,,,NLD,Europe,20589,"995,571",2107,"152,571","1198,91","56,6","57,973","122,692","13,626","8,884","1,13",1424,"82,92",2713,"157,98",,,,,,,,,,,,,,,,,,,,,,,,,,,"78,7",17173094,"508,544","43,2","18,779","11,881","48472,545",,"109,361","5,29","24,4","27,3",,"3,32","82,28","0,944",,,,
Netherlands,5,2021-01-08,"96,51646726","61,78",-49,0,0,NLD,Europe,867789,"7509,429",12198,"91,714","50531,896","427,646","437,279","710,297","5,066","5,341","0,86",708,"41,227",1936,"112,734",258,"15,024",1777,"103,476",6609068,45156,"384,85","2,629",49316,"2,872","0,13","7,7",tests performed,,,,,,,,,,,,,,"78,7",17173094,"508,544","43,2","18,779","11,881","48472,545",,"109,361","5,29","24,4","27,3",,"3,32","82,28","0,944",,,,
Netherlands,10,2021-12-09,"56,46145739","46,98",-23,13371737,12139407,NLD,Europe,2850750,"19984,857",19994,"56,429","166000,955","1017,755","1163,731","1164,263","4,484","3,286","0,86",626,"36,452",2204,"128,34",264,"15,373",1905,"110,929",20950829,68320,"1219,98","3,978",73244,"4,265","0,24","4,2",tests performed,,,,,,78847,,,,,4591,2773,"0,016","56,48",17173094,"508,544","43,2","18,779","11,881","48472,545",,"109,361","5,29","24,4","27,3",,"3,32","82,28","0,944",,,,
New Zealand,11,2022-04-02,"15,97756401","53,77",-9,3717078,3494054,NZL,Oceania,693219,"13639,143",350,"18,143","135227,942","1725,416","2660,621","68,275","3,901","3,539","0,87",,,,,,,,,,,,,2989,"0,583",,,tests performed,10972415,4284704,4064367,2623344,6311,5351,"214,04","83,58","79,28","51,17",1044,223,"0,004","56,48",5126300,"18,206","37,9","15,322","9,72","36085,843",,"128,797","8,08","14,8","17,2",,"2,61","82,29","0,931",,,,
Niger,2,2020-05-07,"1,256019419","73,81",-18,,,NER,Africa,781,"8,857",42,"1,429","31,077","0,438","0,352","1,671","0,159","0,057","0,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,11",25130810,"16,955","15,1","2,553","1,378",926,"44,5","238,339","2,42","0,1","15,4","8,978","0,3","62,42","0,394",,,,
Niger,7,2021-01-09,"2,299215706","61,28",6,0,0,NER,Africa,3819,"54,571",126,"2,286","151,965","2,865","2,171","5,014","0,04","0,091","0,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,48",25130810,"16,955","15,1","2,553","1,378",926,"44,5","238,339","2,42","0,1","15,4","8,978","0,3","62,42","0,394",,,,
Niger,18,2021-11-23,"1,639036456","39,34",39,506816,461750,NER,Africa,6877,"21,571",246,"1,571","273,648","1,035","0,858","9,789",0,"0,063","1,04",,,,,,,,,,,,,,,,,,,,,,,614,,,,,24,81,0,"16,67",25130810,"16,955","15,1","2,553","1,378",926,"44,5","238,339","2,42","0,1","15,4","8,978","0,3","62,42","0,394",,,,
Nigeria,2,2020-06-16,"11,42545319","39,46",-22,,,NGA,Africa,17148,"526,286",455,"12,857","81,116","2,318","2,49","2,152","0,147","0,061","1,15",,,,,,,,,96402,2079,"0,456","0,01",2351,"0,011","0,2239","4,5",tests performed,,,,,,,,,,,,,,"80,09",211400704,"209,588","18,1","2,751","1,447","5338,454",,"181,013","2,42","0,6","10,8","41,949",,"54,69","0,539",,,,
Nigeria,7,2021-02-15,"12,44273948","44,14",-6,0,0,NGA,Africa,146928,"933,857",1761,"12,571","695,021","3,519","4,417","8,33","0,043","0,059","0,85",,,,,,,,,1441013,,"6,817",,6055,"0,029","0,1542","6,5",tests performed,,,,,,,,,,,,,,"58,33",211400704,"209,588","18,1","2,751","1,447","5338,454",,"181,013","2,42","0,6","10,8","41,949",,"54,69","0,539",,,,
Nigeria,10,2021-08-30,"19,31083987","32,19",17,2915356,1433670,NGA,Africa,191805,"602,429",2455,"25,571","907,305","2,176","2,85","11,613","0,005","0,121","1,04",,,,,,,,,,,,,9276,"0,044","0,0649","15,4",tests performed,,,,,,31889,,,,,151,30474,"0,014","54,63",211400704,"209,588","18,1","2,751","1,447","5338,454",,"181,013","2,42","0,6","10,8","41,949",,"54,69","0,539",,,,
North Macedonia,7,2020-11-28,"29,86413824","72,69",-29,,,MKD,Europe,60723,"1013,143",1699,"30,286","29156,449","490,718","486,466","815,783","19,686","14,542","0,95",,,,,,,,,330905,2019,"158,886","0,969",2680,"1,287","0,378","2,6",tests performed,,,,,,,,,,,,,,,2082661,"82,6","39,1","13,26","8,16","13111,214",5,"322,688","10,08",,,,"4,28","75,8","0,774",,,,
North Macedonia,9,2021-04-06,"38,32019336","81,91",-28,13736,9111,MKD,Europe,136426,"1130,714",4022,39,"65505,62","604,515","542,918","1931,183","21,607","18,726","0,98",,,,,,,,,651386,4438,"312,766","2,131",3820,"1,834","0,296","3,4",tests performed,,,,,,880,,,,,423,880,"0,042",,2082661,"82,6","39,1","13,26","8,16","13111,214",5,"322,688","10,08",,,,"4,28","75,8","0,774",,,,
North Macedonia,10,2021-09-01,"28,04167603","61,71",-10,729036,539037,MKD,Europe,177399,"831,857",5964,"29,857","85179,009","434,54","399,42","2863,644","12,484","14,336","0,89",,,,,,,,,,,,,6124,"2,94","0,1358","7,4",tests performed,1267666,728629,539037,,14054,10635,"60,87","34,99","25,88",,5106,6122,"0,294",,2082661,"82,6","39,1","13,26","8,16","13111,214",5,"322,688","10,08",,,,"4,28","75,8","0,774",,,,
North Macedonia,12,2022-02-04,"25,94282873","61,71",-7,850267,799251,MKD,Europe,275637,"1505,143",8533,"27,857","132348,471","716,871","722,702","4097,162","18,726","13,376","0,92",,,,,,,,,,,,,6201,"2,977","0,2427","4,1",tests performed,,,,,,1014,,,,,487,133,"0,006",,2082661,"82,6","39,1","13,26","8,16","13111,214",5,"322,688","10,08",,,,"4,28","75,8","0,774",,,,
Norway,19,2022-03-29,"24,00211647","4,47",-18,4352995,4028206,NOR,Europe,1402219,"2169,286",2339,"24,286","256552,174","458,319","396,896","427,947",0,"4,443","0,57",,,,,,,,,11004413,4692,"2013,385","0,858",4604,"0,842","0,371","2,7",people tested,11277014,4333514,4029211,2914289,1331,1017,"206,33","79,29","73,72","53,32",186,83,"0,002","11,11",5465629,"14,462","39,7","16,821","10,813","64800,057","0,2","114,316","5,31","19,6","20,7",,"3,6","82,4","0,957",,,,
Oman,10,2021-06-29,"37,90889607","77,37",-13,929343,221982,OMN,Asia,266536,"1989,571",3056,"39,143","51027,535","427,693","380,898","585,062","8,232","7,494","1,06",,,,,,,,,,,,,,,,,,,,,,,31943,,,,,6115,28723,"0,55",75,5223376,"14,98","30,7","2,355","1,53","37960,709",,"266,342","12,61","0,5","15,6","97,4","1,6","77,86","0,813",,,,
Pakistan,1,2020-06-18,"107,9916944","57,89",-27,,,PAK,Asia,165062,"5589,857",3229,"109,429","732,958","21,954","24,822","14,338","0,604","0,486","1,07",,,,,,,,,982012,31230,"4,361","0,139",28741,"0,128","0,1945","5,1",tests performed,,,,,,,,,,,,,,"61,11",225199929,"255,573","23,5","4,495","2,78","5034,708",4,"423,031","8,35","2,8","36,7","59,607","0,6","67,27","0,557",,,,
Pakistan,3,2020-12-20,"75,65553468","42,71",8,0,0,PAK,Asia,458968,"2597,286",9392,80,"2038,047","7,46","11,533","41,705","0,275","0,355","0,89",,,,,,,,,6301341,37206,"27,981","0,165",38422,"0,171","0,0676","14,8",tests performed,,,,,,,,,,,,,,"64,35",225199929,"255,573","23,5","4,495","2,78","5034,708",4,"423,031","8,35","2,8","36,7","59,607","0,6","67,27","0,557",,,,
Pakistan,5,2021-04-26,"129,1623546","57,91",-3,1993333,0,PAK,Asia,804939,"5436,714",17329,"125,143","3574,331","19,925","24,142","76,949","0,631","0,556","0,98",,,,,,,,,11588932,50161,"51,461","0,223",54915,"0,244","0,099","10,1",tests performed,,,,,,53333,,,,,237,53333,"0,024","78,24",225199929,"255,573","23,5","4,495","2,78","5034,708",4,"423,031","8,35","2,8","36,7","59,607","0,6","67,27","0,557",,,,
Pakistan,6,2021-08-26,"87,92560194","46,15",27,40183977,15269699,PAK,Asia,1144341,"3922,143",25415,"90,286","5081,445","17,451","17,416","112,855","0,422","0,401","0,99",,,,,,,,,17459249,61446,"77,528","0,273",56566,"0,251","0,0693","14,4",tests performed,50985184,39951787,15269699,,,835226,"22,64","17,74","6,78",,3709,540816,"0,24","68,52",225199929,"255,573","23,5","4,495","2,78","5034,708",4,"423,031","8,35","2,8","36,7","59,607","0,6","67,27","0,557",,,,
Pakistan,8,2022-02-09,"37,55965627","40,23",55,114140160,88868554,PAK,Asia,1474075,"4544,571",29648,"39,429","6545,628","17,38","20,18","131,652","0,209","0,175","0,74",,,,,,,,,,,,,56655,"0,252","0,0802","12,5",tests performed,192248104,113907970,88868554,3272828,2183401,1893019,"85,37","50,58","39,46","1,45",8406,1082811,"0,481","65,28",225199929,"255,573","23,5","4,495","2,78","5034,708",4,"423,031","8,35","2,8","36,7","59,607","0,6","67,27","0,557",,,,
Panama,3,2020-07-22,"27,50032967","90,96",-65,,,PAN,North America,55906,"951,857",1180,"28,286","12759,316","171,856","217,24","269,309","4,793","6,456","1,01",,,,,,,,,191752,2553,"43,763","0,583",2901,"0,662","0,3281",3,tests performed,,,,,,,,,,,,,,"84,26",4381583,"55,133","29,7","7,918","5,03","22267,037","2,2","128,346","8,33","2,4","9,9",,"2,3","78,51","0,815",,,,
Panama,6,2021-01-11,"44,89165229","93,08",-62,0,0,PAN,North America,281353,3589,4500,"43,286","64212,637","492,288","819,11","1027,026","10,27","9,879","0,94",,,,,,,,,1440225,9112,"328,7","2,08",14390,"3,284","0,2494",4,tests performed,,,,,,,,,,,,,,"76,85",4381583,"55,133","29,7","7,918","5,03","22267,037","2,2","128,346","8,33","2,4","9,9",,"2,3","78,51","0,815",,,,
Panama,10,2021-08-01,"9,85531903","89,55",-24,1554873,767685,PAN,North America,436475,"932,286",6833,"10,571","99615,824","187,147","212,774","1559,482","2,282","2,413","0,95",,,,,,,,,3377170,10305,"770,765","2,352",10822,"2,47","0,0861","11,6",tests performed,2311172,1543487,767685,,,46758,"52,75","35,23","17,52",,10671,33972,"0,775","70,37",4381583,"55,133","29,7","7,918","5,03","22267,037","2,2","128,346","8,33","2,4","9,9",,"2,3","78,51","0,815",,,,
Panama,13,2022-02-03,"17,45807687","83,34",-13,3169050,2871437,PAN,North America,717171,"5577,571",7788,"18,857","163678,515","2576,923","1272,958","1777,44","8,216","4,304","0,81",,,,,,,,,5263461,21790,"1201,269","4,973",21109,"4,818","0,2642","3,8",tests performed,,,,,,24858,,,,,5673,4651,"0,106","42,59",4381583,"55,133","29,7","7,918","5,03","22267,037","2,2","128,346","8,33","2,4","9,9",,"2,3","78,51","0,815",,,,
Papua New Guinea,6,2021-04-19,"2,271020457","70,06",13,911,0,PNG,Oceania,9952,"192,857",91,"3,143","1091,347","23,467","21,149","9,979","0,219","0,345","1,03",,,,,,,,,,,,,,,,,,,,,,,110,,,,,12,110,"0,001","65,74",9119005,"18,22","22,6","3,808","2,142","3823,194",,"561,494","17,65","23,5","48,8",,,"64,5","0,555",,,,
Papua New Guinea,12,2021-11-20,"8,170762182","70,06",37,249265,175359,PNG,Oceania,34022,"170,286",484,"7,714","3730,889",0,"18,674","53,076",0,"0,846","0,86",,,,,,,,,,,,,,,,,,,,,,,5196,,,,,570,2530,"0,028",75,9119005,"18,22","22,6","3,808","2,142","3823,194",,"561,494","17,65","23,5","48,8",,,"64,5","0,555",,,,
Papua New Guinea,15,2022-02-15,"2,366522452","70,06",55,298279,237507,PNG,Oceania,38671,"126,143",610,"1,857","4240,704",0,"13,833","66,893",0,"0,204","1,07",,,,,,,,,,,,,,,,,,,,,,,694,,,,,76,339,"0,004","60,65",9119005,"18,22","22,6","3,808","2,142","3823,194",,"561,494","17,65","23,5","48,8",,,"64,5","0,555",,,,
Paraguay,13,2021-06-11,"126,0751205","78,64",-18,458631,121016,PRY,South America,387687,"2786,286",10561,136,"53698,93","373,703","385,931","1462,815","20,638","18,838","0,93",,,,,,,,,1395817,9258,"193,336","1,282",8861,"1,227","0,3144","3,2",tests performed,579647,458631,121016,,16082,11258,"8,03","6,35","1,68",,1559,8542,"0,118","49,07",7219641,"17,144","26,5","6,378","3,833","8827,01","1,7","199,128","8,27",5,"21,6","79,602","1,3","74,25","0,728",,,,
Paraguay,20,2022-02-05,"45,92796976","53,28",0,3654258,3121596,PRY,South America,605005,"4933,714",17558,"46,714","83799,873","946,723","683,374","2431,977","11,358","6,47","0,88",,,,,,,,,2428224,12076,"336,336","1,673",12051,"1,669","0,4094","2,4",tests performed,,,,,,27119,,,,,3756,13479,"0,187","35,19",7219641,"17,144","26,5","6,378","3,833","8827,01","1,7","199,128","8,27",5,"21,6","79,602","1,3","74,25","0,728",,,,
Peru,3,2020-08-05,"623,4670697","90,53",-53,,,PER,South America,447624,"6705,857",59175,"625,857","13418,221","231,839","201,018","1773,862","19,695","18,761","1,16",,,,,,,,,2466745,,"73,944",,24733,"0,741","0,271","3,7",tests performed,,,,,,,,,,,,,,"81,48",33359415,"25,129","29,1","7,151","4,455","12236,706","3,5","85,755","5,95","4,8",,,"1,6","76,74","0,777",,,,
Peru,5,2021-04-16,"801,3219043","89,69",-30,767953,600468,PER,South America,1681063,"7506,286",155637,"802,857","50392,46","399,467","225,013","4665,46","22,542","24,067","1,03",,,,,,,,,10295559,,"308,625",,59877,"1,795","0,144","6,9",tests performed,1368893,768239,600654,,41586,19681,"4,1","2,3","1,8",,590,4475,"0,013","80,56",33359415,"25,129","29,1","7,151","4,455","12236,706","3,5","85,755","5,95","4,8",,,"1,6","76,74","0,777",,,,
Peru,10,2022-02-04,"199,7912799","80,07",2,26072061,23454615,PER,South America,3331290,30127,206646,"243,714","99860,564","677,38","903,103","6194,533","7,194","7,306","0,91",,,,,,,,,25759330,,"772,176",,103376,"3,099","0,236","4,2",tests performed,58529856,26467903,23517313,8544640,237451,235851,"175,45","79,34","70,5","25,61",7070,115160,"0,345","61,11",33359415,"25,129","29,1","7,151","4,455","12236,706","3,5","85,755","5,95","4,8",,,"1,6","76,74","0,777",,,,
Philippines,8,2020-09-13,"79,44189678","86,09",-46,,,PHL,Asia,261216,"3407,286",4371,"70,857","2352,303","30,194","30,683","39,362","0,711","0,638","1,14",,,,,,,,,2968959,30093,"26,736","0,271",38282,"0,345","0,089","11,2",people tested,,,,,,,,,,,,,,"68,98",111046910,"351,873","25,2","4,803","2,661","7599,188",,"370,437","7,07","7,8","40,8","78,463",1,"71,23","0,718",,,,
Philippines,14,2021-04-11,"165,4645513","86,51",-46,1007356,132288,PHL,Asia,864868,"9973,857",14945,"217,143","7788,312","104,992","89,817","134,583","1,81","1,955","1,1",,,,,,,,,10242657,38894,"92,237","0,35",53255,"0,48","0,1873","5,3",people tested,1139644,1007356,132288,,,43373,"1,03","0,91","0,12",,391,28056,"0,025","81,02",111046910,"351,873","25,2","4,803","2,661","7599,188",,"370,437","7,07","7,8","40,8","78,463",1,"71,23","0,718",,,,
Philippines,21,2021-11-18,"203,9956323","82,47",-14,45702027,32768274,PHL,Asia,2821753,"1500,714",46422,"222,286","25410,459","11,338","13,514","418,04","2,747","2,002","0,64",,,,,,,,,22420034,40351,"201,897","0,363",39632,"0,357","0,0379","26,4",people tested,73917573,,32993083,,1154131,885910,"66,56",,"29,71",,7978,742492,"0,669","33,33",111046910,"351,873","25,2","4,803","2,661","7599,188",,"370,437","7,07","7,8","40,8","78,463",1,"71,23","0,718",,,,
Poland,4,2020-11-25,"472,885615","77,75",-30,,,POL,Europe,924422,21657,14988,"505,286","24457,55","406,276","572,982","396,539","17,832","13,368","0,86",,,22119,"585,205",,,,,,,,,54775,"1,449","0,3954","2,5",tests performed,,,,,,,,,,,,,,75,37797000,"124,027","41,8","16,763","10,202","27216,445",,"227,331","5,91","23,3","33,1",,"6,62","78,73","0,88",,,,
Poland,6,2021-04-14,"517,7919769","72,28",-21,6034774,2192715,POL,Europe,2621116,21357,59930,"603,857","69347,197","562,637","565,045","1585,576","21,272","15,976","0,83",,,33906,"897,055",,,,,,,,,80276,"2,124","0,266","3,8",tests performed,,,,,,175405,,,,,4641,160740,"0,425","75,93",37797000,"124,027","41,8","16,763","10,202","27216,445",,"227,331","5,91","23,3","33,1",,"6,62","78,73","0,88",,,,
Poland,7,2021-12-22,"427,5344858","52,09",20,21552220,20259087,POL,Europe,4000270,"16988,714",92829,445,"105835,648","476,572","449,473","2455,989","20,557","11,773","0,77",,,,,,,,,,,,,76763,"2,031","0,2213","4,5",tests performed,46054360,21497412,20904529,6224720,175703,172282,"121,85","56,88","55,31","16,47",4558,35644,"0,094","51,85",37797000,"124,027","41,8","16,763","10,202","27216,445",,"227,331","5,91","23,3","33,1",,"6,62","78,73","0,88",,,,
Portugal,7,2021-01-29,"263,0479599","91,21",-61,270611,59232,PRT,Europe,698583,"12778,143",11886,"280,857","68704,592","1298,2","1256,711","1168,97","27,341","27,622","0,98",806,"79,269",6627,"651,756",,,,,7244942,68205,"712,529","6,708",63013,"6,197","0,2028","4,9",tests performed,382329,301926,80239,,,12691,"3,76","2,97","0,79",,1248,6106,"0,06","87,96",10167923,"112,371","46,2","21,502","14,924","27936,896","0,5","127,842","9,85","16,3",30,,"3,39","82,05","0,864",,,,
Portugal,12,2022-02-04,"46,73622385","72,46",-13,9631843,9053932,PRT,Europe,2882659,"53614,571",20127,"48,429","283505,196","5243,155","5272,913","1979,46","4,917","4,763","0,9",174,"17,113",2445,"240,462",,,,,35751897,251561,"3516,146","24,741",234963,"23,108","0,2282","4,4",tests performed,22792810,9661923,8666582,5589127,,73760,"224,16","95,02","85,23","54,97",7254,4911,"0,048","35,19",10167923,"112,371","46,2","21,502","14,924","27936,896","0,5","127,842","9,85","16,3",30,,"3,39","82,05","0,864",,,,
Portugal,14,2022-06-05,"38,52899484","54,14",0,9673781,9093354,PRT,Europe,4775529,"24211,143",23243,"37,429","469666,126",0,"2381,13","2285,914",0,"3,681","1,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,89",10167923,"112,371","46,2","21,502","14,924","27936,896","0,5","127,842","9,85","16,3",30,,"3,39","82,05","0,864",,,,
Qatar,2,2020-06-15,"2,84638932","81,84",-24,,,QAT,Asia,80876,"1531,143",76,"2,714","27597,795","434,735","522,481","25,934","1,024","0,926","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80,56",2930524,"227,322","31,9","1,307","0,617","116935,6",,"176,69","16,52","0,8","26,9",,"1,2","80,23","0,848",,,,
Qatar,13,2021-04-21,"6,649021363","83,98",-25,897867,506192,QAT,Asia,199180,"888,143",400,"7,429","67967,367","279,472","303,066","136,494","3,071","2,535","0,91",,,,,,,,,,,,,8310,"2,836",,,tests performed,1320866,,,,24346,23055,"45,07",,,,7867,12281,"0,419","85,19",2930524,"227,322","31,9","1,307","0,617","116935,6",,"176,69","16,52","0,8","26,9",,"1,2","80,23","0,848",,,,
Qatar,20,2022-01-26,"1,306713796","74,82",1,2488451,2339144,QAT,Asia,330848,2867,638,1,"112897,216","752,084","978,323","217,709","0,341","0,341","0,71",,,,,,,,,5052456,27885,"1724,079","9,515",27837,"9,499",,,tests performed,5692705,,,,37428,25532,"194,26",,,,8712,1246,"0,043","69,44",2930524,"227,322","31,9","1,307","0,617","116935,6",,"176,69","16,52","0,8","26,9",,"1,2","80,23","0,848",,,,
Romania,3,2020-11-29,"161,9522709","86,02",-35,,,ROU,Europe,471536,"7555,857",11193,"163,714","24651,904","290,363","395,02","585,17","7,737","8,559","0,89",1250,"65,35",,,,,,,,,,,28771,"1,504","0,2626","3,8",tests performed,,,,,,,,,,,,,,"76,85",19127772,"85,129",43,"17,85","11,69","23313,199","5,7","370,946","9,74","22,9","37,1",,"6,892","76,05","0,828","23681,8","9,91","68,4","1238,084603"
Romania,5,2021-04-18,"159,1665681","79,89",-20,2618386,1604904,ROU,Europe,1029304,"3305,286",26232,"156,714","53812,017","118,414","172,8","1371,409","8,365","8,193","0,76",1448,"75,701",12993,"679,274",,,,,,,,,29242,"1,529","0,113","8,8",tests performed,4223290,2618386,1604904,,71922,76054,"22,08","13,69","8,39",,3976,48609,"0,254","63,89",19127772,"85,129",43,"17,85","11,69","23313,199","5,7","370,946","9,74","22,9","37,1",,"6,892","76,05","0,828","50703,2","14,5","39,8","2650,763508"
Romania,7,2021-06-26,"115,2376585","46,58",-9,4984185,4470150,ROU,Europe,1080584,"54,429",33177,"124,143","56492,936","3,241","2,846","1734,494","13,906","6,49","0,71",101,"5,28",586,"30,636",,,,,,,,,22457,"1,174","0,0024","412,6",tests performed,8871691,4682674,4470150,,22543,23442,"46,38","24,48","23,37",,1226,9158,"0,048","31,48",19127772,"85,129",43,"17,85","11,69","23313,199","5,7","370,946","9,74","22,9","37,1",,"6,892","76,05","0,828",,,,
Romania,8,2021-10-29,"431,6097192","68,86",-21,6939899,6230292,ROU,Europe,1628501,"13365,571",46911,"438,143","85138,039","652,141","698,752","2452,507","25,147","22,906","0,86",1858,"97,136",19835,"1036,974",,,,,,,,,58497,"3,058","0,2285","4,4",tests performed,12522686,,6230292,,119807,130524,"65,47",,"32,57",,6824,11061,"0,058","57,41",19127772,"85,129",43,"17,85","11,69","23313,199","5,7","370,946","9,74","22,9","37,1",,"6,892","76,05","0,828",,,,
Romania,9,2022-02-14,"132,3751365","62,84",-13,8934868,8025764,ROU,Europe,2574384,"22229,286",61676,"136,143","134588,806","630,967","1162,147","3224,422","3,921","7,118","0,77",1156,"60,436",11623,"607,65",,,,,,,,,66051,"3,453","0,3365",3,tests performed,16591748,,8025764,,6691,9135,"86,74",,"41,96",,478,11061,"0,058","47,22",19127772,"85,129",43,"17,85","11,69","23313,199","5,7","370,946","9,74","22,9","37,1",,"6,892","76,05","0,828",,,,
